text_id,turn_id,speaker,dialogue_text,unit_type,extraction_confidence,source
VOF,VOF_T00069,Unknown,"If you said ‘hope’ instead of ‘fear,’ it would be nearer the truth, I’m thinking, Mr. Holmes,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00070,Unknown,"Well, maybe a wee nip would keep out the raw morning chill. No, I won’t smoke, I thank you. I’ll have to be pushing on my way; for the early hours of a case are the precious ones, as no man knows better than your own self. But—but—",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00071,Unknown,Douglas!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00072,Unknown,"Birlstone! What’s this, Mr. Holmes? Man, it’s witchcraft! Where in the name of all that is wonderful did you get those names?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00073,Unknown,"What’s this, Mr. Holmes? Man, it’s witchcraft! Where in the name of all that is wonderful did you get those names?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00074,Unknown,It is a cipher that Dr. Watson and I have had occasion to solve. But why—what’s amiss with the names?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00075,he,"Just this, that Mr. Douglas of Birlstone Manor House was horribly murdered last night!",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00076,he,Remarkable! Remarkable!,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00077,Unknown,You don’t seem surprised.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00078,Unknown,"Interested, Mr. Mac, but hardly surprised. Why should I be surprised? I receive an anonymous communication from a quarter which I know to be important, warning me that danger threatens a certain person. Within an hour I learn that this danger has actually materialized and that the person is dead. I am interested; but, as you observe, I am not surprised.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00079,he,"I was going down to Birlstone this morning, I had come to ask you if you cared to come with me—you and your friend here. But from what you say we might perhaps be doing better work in London.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00080,Holmes,"I rather think not, Hang it all, Mr. Holmes!",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00081,Unknown,"The papers will be full of the Birlstone mystery in a day or two; but where’s the mystery if there is a man in London who prophesied the crime before ever it occurred? We have only to lay our hands on that man, and the rest will follow.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00082,Unknown,"No doubt, Mr. Mac. But how do you propose to lay your hands on the so-called Porlock?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00083,Unknown,"Posted in Camberwell—that doesn’t help us much. Name, you say, is assumed. Not much to go on, certainly. Didn’t you say that you have sent him money?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00084,Unknown,Twice.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00085,Unknown,And how?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00086,Unknown,In notes to Camberwell post office.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00087,Unknown,Did you ever trouble to see who called for them?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00088,Unknown,No.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00089,Unknown,Why not?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00090,Unknown,Because I always keep faith. I had promised when he first wrote that I would not try to trace him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00091,Unknown,You think there is someone behind him?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00092,Unknown,I know there is.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00093,Unknown,This professor that I’ve heard you mention?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00094,Unknown,Exactly!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00095,Unknown,"I won’t conceal from you, Mr. Holmes, that we think in the C.I.D. that you have a wee bit of a bee in your bonnet over this professor. I made some inquiries myself about the matter. He seems to be a very respectable, learned, and talented sort of man.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00096,Unknown,I’m glad you’ve got so far as to recognize the talent.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00097,Unknown,"Man, you can’t but recognize it! After I heard your view I made it my business to see him. I had a chat with him on eclipses. How the talk got that way I canna think; but he had out a reflector lantern and a globe, and made it all clear in a minute. He lent me a book; but I don’t mind saying that it was a bit above my head, though I had a good Aberdeen upbringing. He’d have made a grand meenister with his thin face and gray hair and solemn-like way of talking. When he put his hand on my shoulder as we were parting, it was like a father’s blessing before you go out into the cold, cruel world.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00098,Unknown,Great!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00099,Unknown,"Great! Tell me, Friend MacDonald, this pleasing and touching interview was, I suppose, in the professor’s study?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00100,Unknown,That’s so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00101,Unknown,"A fine room, is it not?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00102,Unknown,"Very fine—very handsome indeed, Mr. Holmes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00103,Unknown,You sat in front of his writing desk?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00104,Unknown,Just so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00105,Unknown,Sun in your eyes and his face in the shadow?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00106,Unknown,"Well, it was evening; but I mind that the lamp was turned on my face.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00107,Unknown,It would be. Did you happen to observe a picture over the professor’s head?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00108,Unknown,"I don’t miss much, Mr. Holmes. Maybe I learned that from you. Yes, I saw the picture—a young woman with her head on her hands, peeping at you sideways.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00109,Unknown,That painting was by Jean Baptiste Greuze.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00110,Unknown,"Jean Baptiste Greuze,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00111,Unknown,"was a French artist who flourished between the years 1750 and 1800. I allude, of course to his working career. Modern criticism has more than indorsed the high opinion formed of him by his contemporaries.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00112,Unknown,Hadn’t we better—,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00113,Unknown,"We are doing so,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00114,Unknown,"All that I am saying has a very direct and vital bearing upon what you have called the Birlstone Mystery. In fact, it may in a sense be called the very centre of it.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00115,Unknown,"Your thoughts move a bit too quick for me, Mr. Holmes. You leave out a link or two, and I can’t get over the gap. What in the whole wide world can be the connection between this dead painting man and the affair at Birlstone?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00116,Holmes,"All knowledge comes useful to the detective, Even the trivial fact that in the year 1865 a picture by Greuze entitled ‘La Jeune Fille à l’Agneau’ fetched one million two hundred thousand francs—more than forty thousand pounds—at the Portalis sale may start a train of reflection in your mind.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00117,Unknown,"I may remind you,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00118,Holmes,that the professor’s salary can be ascertained in several trustworthy books of reference. It is seven hundred a year.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00119,Unknown,Then how could he buy—,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00120,Unknown,Quite so! How could he?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00121,the inspector,"Ay, that’s remarkable, Talk away, Mr. Holmes. I’m just loving it. It’s fine!",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00122,Unknown,What about Birlstone?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00123,the inspector,"We’ve time yet, I’ve a cab at the door, and it won’t take us twenty minutes to Victoria. But about this picture: I thought you told me once, Mr. Holmes, that you had never met Professor Moriarty.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00124,Unknown,"No, I never have.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00125,Unknown,Then how do you know about his rooms?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00126,Unknown,"Ah, that’s another matter. I have been three times in his rooms, twice waiting for him under different pretexts and leaving before he came. Once—well, I can hardly tell about the once to an official detective. It was on the last occasion that I took the liberty of running over his papers—with the most unexpected results.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00127,Unknown,You found something compromising?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00128,Unknown,"Absolutely nothing. That was what amazed me. However, you have now seen the point of the picture. It shows him to be a very wealthy man. How did he acquire wealth? He is unmarried. His younger brother is a station master in the west of England. His chair is worth seven hundred a year. And he owns a Greuze.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00129,Unknown,Well?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00130,Unknown,Surely the inference is plain.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00131,Unknown,You mean that he has a great income and that he must earn it in an illegal fashion?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00132,Unknown,"Exactly. Of course I have other reasons for thinking so—dozens of exiguous threads which lead vaguely up towards the centre of the web where the poisonous, motionless creature is lurking. I only mention the Greuze because it brings the matter within the range of your own observation.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00133,Unknown,"Well, Mr. Holmes, I admit that what you say is interesting: it’s more than interesting—it’s just wonderful. But let us have it a little clearer if you can. Is it forgery, coining, burglary—where does the money come from?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00134,Unknown,Have you ever read of Jonathan Wild?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00135,Unknown,"Well, the name has a familiar sound. Someone in a novel, was he not? I don’t take much stock of detectives in novels—chaps that do things and never let you see how they do them. That’s just inspiration: not business.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00136,Unknown,"Jonathan Wild wasn’t a detective, and he wasn’t in a novel. He was a master criminal, and he lived last century—1750 or thereabouts.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00137,Unknown,Then he’s no use to me. I’m a practical man.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00138,Unknown,"Mr. Mac, the most practical thing that you ever did in your life would be to shut yourself up for three months and read twelve hours a day at the annals of crime. Everything comes in circles—even Professor Moriarty. Jonathan Wild was the hidden force of the London criminals, to whom he sold his brains and his organization on a fifteen per cent. commission. The old wheel turns, and the same spoke comes up. It’s all been done before, and will be again. I’ll tell you one or two things about Moriarty which may interest you.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00139,Unknown,"You’ll interest me, right enough.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
