text_id,turn_id,speaker,dialogue_text,unit_type,extraction_confidence,source
VOF,VOF_T00085,Unknown,And how?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00086,Unknown,In notes to Camberwell post office.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00087,Unknown,Did you ever trouble to see who called for them?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00088,Unknown,No.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00089,Unknown,Why not?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00090,Unknown,Because I always keep faith. I had promised when he first wrote that I would not try to trace him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00091,Unknown,You think there is someone behind him?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00092,Unknown,I know there is.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00093,Unknown,This professor that I’ve heard you mention?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00094,Unknown,Exactly!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00095,Unknown,"I won’t conceal from you, Mr. Holmes, that we think in the C.I.D. that you have a wee bit of a bee in your bonnet over this professor. I made some inquiries myself about the matter. He seems to be a very respectable, learned, and talented sort of man.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00096,Unknown,I’m glad you’ve got so far as to recognize the talent.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00097,Unknown,"Man, you can’t but recognize it! After I heard your view I made it my business to see him. I had a chat with him on eclipses. How the talk got that way I canna think; but he had out a reflector lantern and a globe, and made it all clear in a minute. He lent me a book; but I don’t mind saying that it was a bit above my head, though I had a good Aberdeen upbringing. He’d have made a grand meenister with his thin face and gray hair and solemn-like way of talking. When he put his hand on my shoulder as we were parting, it was like a father’s blessing before you go out into the cold, cruel world.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00098,Unknown,Great!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00099,Unknown,"Great! Tell me, Friend MacDonald, this pleasing and touching interview was, I suppose, in the professor’s study?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00100,Unknown,That’s so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00101,Unknown,"A fine room, is it not?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00102,Unknown,"Very fine—very handsome indeed, Mr. Holmes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00103,Unknown,You sat in front of his writing desk?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00104,Unknown,Just so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00105,Unknown,Sun in your eyes and his face in the shadow?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00106,Unknown,"Well, it was evening; but I mind that the lamp was turned on my face.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00107,Unknown,It would be. Did you happen to observe a picture over the professor’s head?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00108,Unknown,"I don’t miss much, Mr. Holmes. Maybe I learned that from you. Yes, I saw the picture—a young woman with her head on her hands, peeping at you sideways.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00109,Unknown,That painting was by Jean Baptiste Greuze.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00110,Unknown,"Jean Baptiste Greuze,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00111,Unknown,"was a French artist who flourished between the years 1750 and 1800. I allude, of course to his working career. Modern criticism has more than indorsed the high opinion formed of him by his contemporaries.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00112,Unknown,Hadn’t we better—,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00113,Unknown,"We are doing so,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00114,Unknown,"All that I am saying has a very direct and vital bearing upon what you have called the Birlstone Mystery. In fact, it may in a sense be called the very centre of it.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00115,Unknown,"Your thoughts move a bit too quick for me, Mr. Holmes. You leave out a link or two, and I can’t get over the gap. What in the whole wide world can be the connection between this dead painting man and the affair at Birlstone?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00117,Unknown,"I may remind you,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00119,Unknown,Then how could he buy—,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00120,Unknown,Quite so! How could he?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00122,Unknown,What about Birlstone?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00124,Unknown,"No, I never have.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00125,Unknown,Then how do you know about his rooms?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00126,Unknown,"Ah, that’s another matter. I have been three times in his rooms, twice waiting for him under different pretexts and leaving before he came. Once—well, I can hardly tell about the once to an official detective. It was on the last occasion that I took the liberty of running over his papers—with the most unexpected results.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00127,Unknown,You found something compromising?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00128,Unknown,"Absolutely nothing. That was what amazed me. However, you have now seen the point of the picture. It shows him to be a very wealthy man. How did he acquire wealth? He is unmarried. His younger brother is a station master in the west of England. His chair is worth seven hundred a year. And he owns a Greuze.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00129,Unknown,Well?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00130,Unknown,Surely the inference is plain.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00131,Unknown,You mean that he has a great income and that he must earn it in an illegal fashion?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00132,Unknown,"Exactly. Of course I have other reasons for thinking so—dozens of exiguous threads which lead vaguely up towards the centre of the web where the poisonous, motionless creature is lurking. I only mention the Greuze because it brings the matter within the range of your own observation.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00133,Unknown,"Well, Mr. Holmes, I admit that what you say is interesting: it’s more than interesting—it’s just wonderful. But let us have it a little clearer if you can. Is it forgery, coining, burglary—where does the money come from?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00134,Unknown,Have you ever read of Jonathan Wild?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00135,Unknown,"Well, the name has a familiar sound. Someone in a novel, was he not? I don’t take much stock of detectives in novels—chaps that do things and never let you see how they do them. That’s just inspiration: not business.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00136,Unknown,"Jonathan Wild wasn’t a detective, and he wasn’t in a novel. He was a master criminal, and he lived last century—1750 or thereabouts.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00137,Unknown,Then he’s no use to me. I’m a practical man.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00138,Unknown,"Mr. Mac, the most practical thing that you ever did in your life would be to shut yourself up for three months and read twelve hours a day at the annals of crime. Everything comes in circles—even Professor Moriarty. Jonathan Wild was the hidden force of the London criminals, to whom he sold his brains and his organization on a fifteen per cent. commission. The old wheel turns, and the same spoke comes up. It’s all been done before, and will be again. I’ll tell you one or two things about Moriarty which may interest you.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00139,Unknown,"You’ll interest me, right enough.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00140,Unknown,"I happen to know who is the first link in his chain—a chain with this Napoleon-gone-wrong at one end, and a hundred broken fighting men, pickpockets, blackmailers, and card sharpers at the other, with every sort of crime in between. His chief of staff is Colonel Sebastian Moran, as aloof and guarded and inaccessible to the law as himself. What do you think he pays him?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00141,Unknown,I’d like to hear.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00142,Unknown,"Six thousand a year. That’s paying for brains, you see—the American business principle. I learned that detail quite by chance. It’s more than the Prime Minister gets. That gives you an idea of Moriarty’s gains and of the scale on which he works. Another point: I made it my business to hunt down some of Moriarty’s checks lately—just common innocent checks that he pays his household bills with. They were drawn on six different banks. Does that make any impression on your mind?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00143,Unknown,"Queer, certainly! But what do you gather from it?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00144,Unknown,That he wanted no gossip about his wealth. No single man should know what he had. I have no doubt that he has twenty banking accounts; the bulk of his fortune abroad in the Deutsche Bank or the Crédit Lyonnais as likely as not. Sometime when you have a year or two to spare I commend to you the study of Professor Moriarty.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,Unknown,"We may form some conception as to the motives of the crime. It is, as I gather from your original remarks, an inexplicable, or at least an unexplained, murder. Now, presuming that the source of the crime is as we suspect it to be, there might be two different motives. In the first place, I may tell you that Moriarty rules with a rod of iron over his people. His discipline is tremendous. There is only one punishment in his code. It is death. Now we might suppose that this murdered man—this Douglas whose approaching fate was known by one of the arch-criminal’s subordinates—had in some way betrayed the chief. His punishment followed, and would be known to all—if only to put the fear of death into them.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00147,Unknown,"Well, that is one suggestion, Mr. Holmes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00148,Unknown,The other is that it has been engineered by Moriarty in the ordinary course of business. Was there any robbery?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00149,Unknown,I have not heard.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00150,Unknown,"If so, it would, of course, be against the first hypothesis and in favour of the second. Moriarty may have been engaged to engineer it on a promise of part spoils, or he may have been paid so much down to manage it. Either is possible. But whichever it may be, or if it is some third combination, it is down at Birlstone that we must seek the solution. I know our man too well to suppose that he has left anything up here which may lead us to him.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00153,Unknown,All about it,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,Unknown,"DEAR INSPECTOR MACDONALD, Official requisition for your services is in separate envelope. This is for your private eye. Wire me what train in the morning you can get for Birlstone, and I will meet it—or have it met if I am too occupied. This case is a snorter. Don’t waste a moment in getting started. If you can bring Mr. Holmes, please do so; for he will find something after his own heart. We would think the whole had been fixed up for theatrical effect if there wasn’t a dead man in the middle of it. My word! it _is_ a snorter.",speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00156,Unknown,"Well, have you anything more?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00157,Unknown,Only that he will give us every detail when we meet.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00158,Unknown,Then how did you get at Mr. Douglas and the fact that he had been horribly murdered?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,Unknown,"That was in the inclosed official report. It didn’t say ‘horrible’: that’s not a recognized official term. It gave the name John Douglas. It mentioned that his injuries had been in the head, from the discharge of a shotgun. It also mentioned the hour of the alarm, which was close on to midnight last night. It added that the case was undoubtedly one of murder, but that no arrest had been made, and that the case was one which presented some very perplexing and extraordinary features. That’s absolutely all we have at present, Mr. Holmes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
