text_id,turn_id,sentence_id,speaker,current_text,normal_match,aggressive_match,diagnosis
VOF,VOF_T00224,VOF_T00224_S01,I,"That, of course, proves nothing at all, There has been many a hammer murder and no trace on the hammer.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00227,VOF_T00227_S01,Unknown,"Pennsylvania Small Arms Company—well-known American firm, That is very helpful, mr. Holmes.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00230,VOF_T00230_S01,he,"Man, you are surely travelling overfast, I have heard no evidence yet that any stranger was ever in the house at all.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00232,VOF_T00232_S01,Unknown,"Nothing there that could not have been arranged. mr. Douglas was an American, or had lived long in America.",False,True,found_after_aggressive_normalization
VOF,VOF_T00232,VOF_T00232_S02,Unknown,So had mr. Barker.,False,True,found_after_aggressive_normalization
VOF,VOF_T00238,VOF_T00238_S01,he,"I’m not convinced yet that there was ever anyone in the house, I’m asking you to conseedar",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00239,VOF_T00239_S04,Unknown,"I put it to you, mr. Holmes, judging it by what we have heard.",False,True,found_after_aggressive_normalization
VOF,VOF_T00240,VOF_T00240_S01,Holmes,"Well, state your case, mr. Mac, The man is not a burglar, supposing that he ever existed.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00240,VOF_T00240_S11,Holmes,"Is that credible, mr. Holmes?",False,True,found_after_aggressive_normalization
VOF,VOF_T00242,VOF_T00242_S02,Unknown,"May I ask, mr. White Mason, whether you examined the farther side of the moat at once to see if there were any signs of the man having climbed out from the water?",False,True,found_after_aggressive_normalization
VOF,VOF_T00243,VOF_T00243_S01,Unknown,"There were no signs, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00246,VOF_T00246_S02,Unknown,"Would there be any objection, mr. White Mason, to our going down to the house at once?",False,True,found_after_aggressive_normalization
VOF,VOF_T00247,VOF_T00247_S01,Unknown,"I was going to propose it, mr. Holmes; but I thought it well to put you in touch with all the facts before we go.",False,True,found_after_aggressive_normalization
VOF,VOF_T00248,VOF_T00248_S01,I,"I have worked with mr. Holmes before, He plays the game.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00249,VOF_T00249_S01,Holmes,"My own idea of the game, at any rate, I go into a case to help the ends of justice and the work of the police.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00249,VOF_T00249_S04,Holmes,"At the same time, mr. White Mason, I claim the right to work in my own way and give my results at my own time—complete rather than in stages.",False,True,found_after_aggressive_normalization
VOF,VOF_T00250,VOF_T00250_S01,White Mason,"I am sure we are honoured by your presence and to show you all we know, Come along, dr. Watson, and when the time comes we’ll all hope for a place in your book.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00251,VOF_T00251_S01,White Mason,"That’s the window, that one on the immediate right of the drawbridge.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00253,VOF_T00253_S02,Unknown,"We don’t need your deductions, mr. Holmes, to tell us that.",False,True,found_after_aggressive_normalization
VOF,VOF_T00254,VOF_T00254_S01,White Mason,"I’ve had a good look, mr. Holmes, There is nothing there, no sign that anyone has landed—but why should he leave any sign?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00262,VOF_T00262_S05,Unknown,"Tell him to warn mr. Cecil Barker, mrs. Douglas, and the housekeeper that we may want a word with them presently.",False,True,found_after_aggressive_normalization
VOF,VOF_T00264,VOF_T00264_S01,MacDonald,"We can surely dismiss that, So I think.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00268,VOF_T00268_S01,Unknown,"Well, then, everyone is agreed that after the alarm was given only a minute at the most had passed before the whole household—not mr. Cecil Barker alone, though he claims to have been the first, but Ames and all of them were on the spot.",False,True,found_after_aggressive_normalization
VOF,VOF_T00269,VOF_T00269_S01,Holmes,"You put it very clearly, I am inclined to agree with you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00270,VOF_T00270_S05,Unknown,"He may have been a common burglar, or he may have had some private grudge against mr. Douglas.",False,True,found_after_aggressive_normalization
VOF,VOF_T00270,VOF_T00270_S06,Unknown,"Since mr. Douglas has spent most of his life in America, and this shotgun seems to be an American weapon, it would seem that the private grudge is the more likely theory.",False,True,found_after_aggressive_normalization
VOF,VOF_T00270,VOF_T00270_S09,Unknown,At that time mr. Douglas entered the room.,False,True,found_after_aggressive_normalization
VOF,VOF_T00270,VOF_T00270_S10,Unknown,"It was a short interview, if there were any interview at all; for mrs. Douglas declares that her husband had not left her more than a few minutes when she heard the shot.",False,True,found_after_aggressive_normalization
VOF,VOF_T00271,VOF_T00271_S01,Holmes,"The candle shows that, Exactly.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00271,VOF_T00271_S05,Holmes,When mr. Barker arrived the candle was lit and the lamp was out.,False,True,found_after_aggressive_normalization
VOF,VOF_T00273,VOF_T00273_S01,Unknown,"Well, now, we can reconstruct things on those lines. mr. Douglas enters the room.",False,True,found_after_aggressive_normalization
VOF,VOF_T00273,VOF_T00273_S05,Unknown,"He demands the wedding ring—Heaven only knows why, but so it must have been. mr. Douglas gave it up.",False,True,found_after_aggressive_normalization
VOF,VOF_T00273,VOF_T00273_S08,Unknown,"How’s that, mr. Holmes?",False,True,found_after_aggressive_normalization
VOF,VOF_T00275,VOF_T00275_S05,MacDonald,"Come, mr. Holmes, it’s up to you to give us a lead, since you say mr. White Mason’s theory is unconvincing.",False,True,found_after_aggressive_normalization
VOF,VOF_T00276,VOF_T00276_S01,he,"I should like a few more facts before I get so far as a theory, mr. Mac, Dear me! these injuries are really appalling.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00276,VOF_T00276_S03,he,"Ames, I understand that you have often seen this very unusual mark—a branded triangle inside a circle—upon mr. Douglas’s forearm?",False,True,found_after_aggressive_normalization
VOF,VOF_T00280,VOF_T00280_S03,Unknown,"Now, I observe, Ames, that there is a small piece of plaster at the angle of mr. Douglas’s jaw.",False,True,found_after_aggressive_normalization
VOF,VOF_T00286,VOF_T00286_S04,Unknown,"Perhaps you would rather do the questioning, mr. Mac?",False,True,found_after_aggressive_normalization
VOF,VOF_T00287,VOF_T00287_S01,Unknown,"No, mr. Holmes, it’s in better hands than mine.",False,True,found_after_aggressive_normalization
VOF,VOF_T00293,VOF_T00293_S01,Unknown,"What do you think, mr. Mac?",False,True,found_after_aggressive_normalization
VOF,VOF_T00295,VOF_T00295_S01,White Mason,"That’s my idea, too, Well, we can adopt it as a working hypothesis and then see how far our difficulties disappear.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00295,VOF_T00295_S02,White Mason,"An agent from such a society makes his way into the house, waits for mr. Douglas, blows his head nearly off with this weapon, and escapes by wading the moat, after leaving a card beside the dead man, which will, when mentioned in the papers, tell other members of the society that vengeance has been done.",False,True,found_after_aggressive_normalization
VOF,VOF_T00300,VOF_T00300_S01,Unknown,"That is so, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00303,VOF_T00303_S01,Ames,"mr. Douglas’s dumb-bells, Dumb-bell—there’s only one.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00304,VOF_T00304_S01,Unknown,"I don’t know, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00306,VOF_T00306_S01,he,"Sorry to interrupt your consultation, but you should hear the latest news.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00309,VOF_T00309_S01,the inspector,"It would be a grand help to the police, if these things were numbered and registered.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00309,VOF_T00309_S06,the inspector,"We don’t seem to get a gleam of light in the case, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00342,VOF_T00342_S01,MacDonald,"I should like these dates a little clearer, It is quite six years since Douglas left California.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00346,VOF_T00346_S01,Unknown,Did you know mrs. Douglas before her marriage?,False,True,found_after_aggressive_normalization
VOF,VOF_T00351,VOF_T00351_S01,Unknown,"I imagine nothing, mr. Barker.",False,True,found_after_aggressive_normalization
VOF,VOF_T00353,VOF_T00353_S03,Unknown,Did mr. Douglas entirely approve your friendship with his wife?,False,True,found_after_aggressive_normalization
VOF,VOF_T00359,VOF_T00359_S02,Unknown,I’d only ask you not to worry mrs. Douglas over this matter; for she has enough upon her just now.,False,True,found_after_aggressive_normalization
VOF,VOF_T00360,VOF_T00360_S01,he,"You are aware, that the dead man’s wedding ring has been taken from his finger?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00361,VOF_T00361_S01,Barker,"So it appears, What do you mean by ‘appears’?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00367,VOF_T00367_S01,MacDonald,"I don’t know that I’ve anything else to ask you at present, There was one small point,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00377,VOF_T00377_S01,Unknown,"I don’t see that it was remarkable, mr. Holmes,",False,True,found_after_aggressive_normalization
VOF,VOF_T00382,VOF_T00382_S01,the inspector,"We have taken every possible step, mrs. Douglas, You may rest assured that nothing will be neglected.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00387,VOF_T00387_S01,Unknown,We have heard from mr. Cecil Barker that you did not actually see—that you were never in the room where the tragedy occurred?,False,True,found_after_aggressive_normalization
VOF,VOF_T00391,VOF_T00391_S01,Unknown,How long was it after hearing the shot that you were stopped on the stair by mr. Barker?,False,True,found_after_aggressive_normalization
VOF,VOF_T00392,VOF_T00392_S05,Unknown,"Then mrs. Allen, the housekeeper, led me upstairs again.",False,True,found_after_aggressive_normalization
VOF,VOF_T00395,VOF_T00395_S01,Unknown,"That is just the point which I want to come to, mrs. Douglas.",False,True,found_after_aggressive_normalization
VOF,VOF_T00402,VOF_T00402_S01,Holmes,"Might I ask, what the words were which attracted your attention?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00409,VOF_T00409_S01,I,"There is one other point, You met mr. Douglas in a boarding house in London, did you not, and became engaged to him there?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00416,VOF_T00416_S01,the inspector,"Well, we will not detain you any longer, and we are sorry to have put you to this trouble at such a time, There are some other points, no doubt; but we can refer to you as they arise.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00418,VOF_T00418_S01,MacDonald,"She’s a beautiful woman—a very beautiful woman, This man Barker has certainly been down here a good deal.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00418,VOF_T00418_S06,MacDonald,"The man who tears a wedding ring off a dead man’s—What do you say to it, mr. Holmes?",False,True,found_after_aggressive_normalization
VOF,VOF_T00420,VOF_T00420_S01,Unknown,where is mr. Cecil Barker now?,False,True,found_after_aggressive_normalization
VOF,VOF_T00422,VOF_T00422_S01,Unknown,"Can you remember, Ames, what mr. Barker had on his feet last night when you joined him in the study?",False,True,found_after_aggressive_normalization
VOF,VOF_T00423,VOF_T00423_S01,Unknown,"Yes, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00426,VOF_T00426_S02,Unknown,"It is, of course, important for us to know which tracks may be mr. Barker’s and which from outside.",False,True,found_after_aggressive_normalization
VOF,VOF_T00431,VOF_T00431_S05,the inspector,"But what’s the game, mr. Holmes—what’s the game?",False,True,found_after_aggressive_normalization
VOF,VOF_T00435,VOF_T00435_S01,he,"Excuse me, sir, but am I addressing dr. Watson?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00436,VOF_T00436_S01,Unknown,"We thought that it was probably you, as your friendship with mr. Sherlock Holmes is so well known.",False,True,found_after_aggressive_normalization
VOF,VOF_T00436,VOF_T00436_S02,Unknown,Would you mind coming over and speaking to mrs. Douglas for one instant?,False,True,found_after_aggressive_normalization
VOF,VOF_T00437,VOF_T00437_S01,she,"I fear that you think me callous and hard-hearted, It is no business of mine,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00439,VOF_T00439_S01,Barker,"There is no need why dr. Watson should realize, As he has himself said, it is no possible business of his.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00440,VOF_T00440_S01,I,"Exactly, and so I will beg leave to resume my walk.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00441,VOF_T00441_S01,Unknown,"One moment, dr. Watson, There is one question which you can answer with more authority than anyone else in the world, and it may make a very great difference to me.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00441,VOF_T00441_S02,Unknown,You know mr. Holmes and his relations with the police better than anyone else can.,False,True,found_after_aggressive_normalization
VOF,VOF_T00442,VOF_T00442_S01,Barker,"Yes, that’s it, Is he on his own or is he entirely in with them?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00444,VOF_T00444_S01,Unknown,"I beg—I implore that you will, dr. Watson!",False,True,found_after_aggressive_normalization
VOF,VOF_T00445,VOF_T00445_S01,Unknown,"mr. Holmes is an independent investigator,",False,True,found_after_aggressive_normalization
VOF,VOF_T00446,VOF_T00446_S03,Unknown,"Beyond this I can say nothing, and I would refer you to mr. Holmes himself if you wanted fuller information.",False,True,found_after_aggressive_normalization
VOF,VOF_T00447,VOF_T00447_S01,Holmes,"I wish none of their confidences, No confidences, Watson; for they are mighty awkward if it comes to an arrest for conspiracy and murder.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00452,VOF_T00452_S04,Unknown,But Barker’s story is corroborated by mrs. Douglas.,False,True,found_after_aggressive_normalization
VOF,VOF_T00452,VOF_T00452_S32,Unknown,"It would not be very loud, and yet in the silence of the night it should have easily penetrated to mrs. Allen’s room.",False,True,found_after_aggressive_normalization
VOF,VOF_T00452,VOF_T00452_S36,Unknown,"“If this is so, we have now to determine what Barker and mrs. Douglas, presuming that they are not the actual murderers, could have been doing from quarter to eleven, when the sound of the shot brought them down, until quarter past eleven, when they rang the bell and summoned the servants.",False,True,found_after_aggressive_normalization
VOF,VOF_T00453,VOF_T00453_S01,I,"I am convinced myself, that there is an understanding between those two people.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00455,VOF_T00455_S01,Unknown,"You think then, definitely, that Barker and mrs. Douglas are guilty of the murder?",False,True,found_after_aggressive_normalization
VOF,VOF_T00456,VOF_T00456_S01,Holmes,"There is an appalling directness about your questions, Watson, They come at me like bullets.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00456,VOF_T00456_S02,Holmes,"If you put it that mrs. Douglas and Barker know the truth about the murder, and are conspiring to conceal it, then I can give you a whole-souled answer.",False,True,found_after_aggressive_normalization
VOF,VOF_T00457,VOF_T00457_S01,I,"That, I am sure, cannot be true, Well, at least they gave that impression.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00459,VOF_T00459_S14,Unknown,It’s a mere chance as it is that mrs. Allen did not start out to inquire for the slamming door.,False,True,found_after_aggressive_normalization
VOF,VOF_T00466,VOF_T00466_S01,I,"Well, it is possible, no doubt, We have to remember, Watson, that whatever occurred is certainly something very extraordinary.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00475,VOF_T00475_S01,MacDonald,"Man, I’ll admeet that I had my doubts if there was ever an outsider, but that’s all past now.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00476,VOF_T00476_S01,Holmes,"It sounds to me like the beginning of the end, I’m sure I congratulate you both with all my heart.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00477,VOF_T00477_S01,Unknown,"Well, I started from the fact that mr. Douglas had seemed disturbed since the day before, when he had been at Tunbridge Wells.",False,True,found_after_aggressive_normalization
VOF,VOF_T00478,VOF_T00478_S01,Holmes,"Well, well, you have indeed done some solid work while I have been sitting spinning theories with my friend!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00478,VOF_T00478_S02,Holmes,"It’s a lesson in being practical, mr. Mac.",False,True,found_after_aggressive_normalization
VOF,VOF_T00479,VOF_T00479_S01,the inspector,"Ay, it’s just that, mr. Holmes, But this may all fit in with your theories,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00480,VOF_T00480_S02,Unknown,"But let us hear the end, mr. Mac.",False,True,found_after_aggressive_normalization
VOF,VOF_T00482,VOF_T00482_S01,White Mason,"That’s what puzzles me, mr. Holmes, If the fellow did not want the hue and cry raised over him, one would imagine that he would have returned and remained at the hotel as an inoffensive tourist. As it is, he must know that he will be reported to the police by the hotel manager and that his disappearance will be connected with the murder.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00485,VOF_T00485_S01,Holmes,"Well, bar the expression, that might almost be a description of Douglas himself, He is just over fifty, with grizzled hair and moustache, and about the same height.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00490,VOF_T00490_S01,MacDonald,"Well, mr. Holmes, when we have got our man—and you may be sure that I had his description on the wires within five minutes of hearing it—we shall be better able to judge.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00490,VOF_T00490_S07,MacDonald,"Presumably he at once concealed his cycle among the laurels where it was found, and possibly lurked there himself, with his eye on the house, waiting for mr. Douglas to come out.",False,True,found_after_aggressive_normalization
VOF,VOF_T00491,VOF_T00491_S01,Holmes,"That is all very clear, Well, mr. Douglas did not appear.",False,False,not_found_even_after_aggressive_normalization
