text_id,turn_id,speaker,dialogue_text,internal_attributions,source_context
VOF,VOF_T00749,McMurdo,That I am! You never said a more welcome word.,said a more welcome word.,
VOF,VOF_T00809,Unknown,"Well, it means to pass the dollars out into circulation. Then he said he would split. Maybe he did split. I didn’t wait to see. I just killed him and lighted out for the coal country.",said he,"” said he. “I’ll wipe my hand across your face if you say such words to me!” cried McGinty hotly. “You are right, Councillor,” said McMurdo meekly. “I should apologize. I spoke without thought. Well, I know that I am safe in your hands. Look at that clipping.” McGinty glanced his eyes over the account of the shooting of one Jonas Pinto, in the Lake Saloon, Market Street, Chicago, in the New Year week of 1874. “Your work?” he asked, as he handed back the paper. McMurdo nodded. “Why did you shoot him?” “I was helping Uncle Sam to make dollars. Maybe mine were not as good gold as his, but they looked as well and were cheaper to make. This man Pinto helped me to shove the queer—” “To do what?” “Well, it means to pass the dollars out into circulation. Then he said he would split. Maybe he did split. I didn’t wait to see. I just killed him and lighted out for the coal country.” “Why the coal country?” “’Cause I’d read in the papers that they weren’t too particular in those parts.” McGinty laughed. “You were first a coiner and then a murderer, and you came to these parts because you thought you’d be welcome.” “That’s about the size of it,” McMurdo answered. “Well, I guess you’ll go far. Say, can you make those dollars yet?” McMurdo took half a dozen from his pocket. “Those never passed the Philadelphia mint,” said he. “You don’t say!” McGinty held them to the light in his enormous hand, which was hairy as a gorilla’s. “I can see no difference. Gar! you’ll be a mighty useful brother, I’m thinking! We can do with a bad man or two among us, Friend McMurdo: for there "
VOF,VOF_T00941,Unknown,"I apologize, Eminent Bodymaster, to you and to every brother in this lodge if I have said more than I should. I am a faithful member—you all know that—and it is my fear lest evil come to the lodge which makes me speak in anxious words. But I have greater trust in your judgment than in my own, Eminent Bodymaster, and I promise you that I will not offend again.",said more than I should.,"raise my finger,” cried McGinty, “and I could put two hundred men into this town that would clear it out from end to end.” Then suddenly raising his voice and bending his huge black brows into a terrible frown, “See here, Brother Morris, I have my eye on you, and have had for some time! You’ve no heart yourself, and you try to take the heart out of others. It will be an ill day for you, Brother Morris, when your own name comes on our agenda paper, and I’m thinking that it’s just there that I ought to place it.” Morris had turned deadly pale, and his knees seemed to give way under him as he fell back into his chair. He raised his glass in his trembling hand and drank before he could answer. “I apologize, Eminent Bodymaster, to you and to every brother in this lodge if I have said more than I should. I am a faithful member—you all know that—and it is my fear lest evil come to the lodge which makes me speak in anxious words. But I have greater trust in your judgment than in my own, Eminent Bodymaster, and I promise you that I will not offend again.” The Bodymaster’s scowl relaxed as he listened to the humble words. “Very good, Brother Morris. It’s myself that would be sorry if it were needful to give you a lesson. But so long as I am in this chair we shall be a united lodge in word and in deed. And now, boys,” he continued, looking round at the company, “I’ll say this much, that if Stanger got his full deserts there would be more trouble than we need ask for. These editors hang together, and every journal in the state would be crying out for police and troops. But I guess you can give him a pretty severe warning. Will you fix it, Brother Baldwin?” “Sure!” said the young man eagerly. “How many will you take?” “Half a dozen, and two to "
VOF,VOF_T00971,Unknown,"Sure, I said I would not.",said I,"do. “For myself I am loyal to the lodge, and so I tell you straight; but I would be a poor creature if I were to repeat to any other what you might say to me in confidence. It will go no further than me; though I warn you that you may get neither help nor sympathy.” “I have given up looking for either the one or the other,” said Morris. “I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs. That was why I thought to speak with you.” “Well, what have you to say?” “If you give me away, may a curse be on you!” “Sure, I said I would not.” “I would ask you, then, when you joined the Freeman’s society in Chicago and swore vows of charity and fidelity, did ever it cross your mind that you might find it would lead you to crime?” “If you call it crime,” McMurdo answered. “Call it crime!” cried Morris, his voice vibrating with passion. “You have seen little of it if you can call it anything else. Was it crime last night when a man old enough to be your father was beaten till the blood dripped from his white hairs? Was that crime—or what else would you call it?” “There are some would say it was war,” said McMurdo, “a war of two classes with all in, so that each struck as best it could.” “Well, did you think of such a thing when yo"
VOF,VOF_T00978,Unknown,"Nor did I when I joined it at Philadelphia. It was just a benefit club and a meeting place for one’s fellows. Then I heard of this place—curse the hour that the name first fell upon my ears!—and I came to better myself! My God! to better myself! My wife and three children came with me. I started a drygoods store on Market Square, and I prospered well. The word had gone round that I was a Freeman, and I was forced to join the local lodge, same as you did last night. I’ve the badge of shame on my forearm and something worse branded on my heart. I found that I was under the orders of a black villain and caught in a meshwork of crime. What could I do? Every word I said to make things better was taken as treason, same as it was last night. I can’t get away; for all I have in the world is in my store. If I leave the society, I know well that it means murder to me, and God knows what to my wife and children. Oh, man, it is awful—awful!",said to make things better,"swore vows of charity and fidelity, did ever it cross your mind that you might find it would lead you to crime?” “If you call it crime,” McMurdo answered. “Call it crime!” cried Morris, his voice vibrating with passion. “You have seen little of it if you can call it anything else. Was it crime last night when a man old enough to be your father was beaten till the blood dripped from his white hairs? Was that crime—or what else would you call it?” “There are some would say it was war,” said McMurdo, “a war of two classes with all in, so that each struck as best it could.” “Well, did you think of such a thing when you joined the Freeman’s society at Chicago?” “No, I’m bound to say I did not.” “Nor did I when I joined it at Philadelphia. It was just a benefit club and a meeting place for one’s fellows. Then I heard of this place—curse the hour that the name first fell upon my ears!—and I came to better myself! My God! to better myself! My wife and three children came with me. I started a drygoods store on Market Square, and I prospered well. The word had gone round that I was a Freeman, and I was forced to join the local lodge, same as you did last night. I’ve the badge of shame on my forearm and something worse branded on my heart. I found that I was under the orders of a black villain and caught in a meshwork of crime. What could I do? Every word I said to make things better was taken as treason, same as it was last night. I can’t get away; for all I have in the world is in my store. If I leave the society, I know well that it means murder to me, and God knows what to my wife and children. Oh, man, it is awful—awful!” He put his hands to his face, and his body shook with convulsive sobs. McMurdo shrugged his shoulders. “You were too soft for the job,” said he. “You are the wrong sort for such work.” “I had a conscience and a religion; but they made me a criminal among them. I was chosen for a job. If I backed down I knew well what would come to me. Maybe I’m a coward. Maybe it’s the thought of my poor little woman and the children that makes me one. Anyhow I went. I guess it will haunt me forever. “It was a lonely house, twenty miles from here, over the range yonder. I was told off for the door, same as you were last night. They could not trust me with the job. The others went in. When they came out the"
VOF,VOF_T00985,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you. What you have said is safe with me; but, by Gar! if I thought you were an informer—",said i,
VOF,VOF_T00986,Morris,"No, no! Well, let it rest at that. I’ll bear what you have said in mind, and maybe some day I’ll come back to it. I expect you meant kindly by speaking to me like this. Now I’ll be getting home.",said i,
VOF,VOF_T01098,Unknown,"Easy, Councillor, easy! What have I ever said or done that you should think I would be after standing back from an order of the Bodymaster of my own lodge? If it’s right or if it’s wrong, it’s for you to decide.",said or done that you," with no questions asked. But at night—well, there he is with his wife, three children, and a hired help. You can’t pick or choose. It’s all or none. If you could get a bag of blasting powder at the front door with a slow match to it—” “What’s the man done?” “Didn’t I tell you he shot Jim Carnaway?” “Why did he shoot him?” “What in thunder has that to do with you? Carnaway was about his house at night, and he shot him. That’s enough for me and you. You’ve got to settle the thing right.” “There’s these two women and the children. Do they go up too?” “They have to—else how can we get him?” “It seems hard on them; for they’ve done nothing.” “What sort of fool’s talk is this? Do you back out?” “Easy, Councillor, easy! What have I ever said or done that you should think I would be after standing back from an order of the Bodymaster of my own lodge? If it’s right or if it’s wrong, it’s for you to decide.” “You’ll do it, then?” “Of course I will do it.” “When?” “Well, you had best give me a night or two that I may see the house and make my plans. Then—” “Very good,” said McGinty, shaking him by the hand. “I leave it with you. It will be a great day when you bring us the news. It’s just the last stroke that will bring them all to their knees.” McMurdo thought long and deeply over the commission which had been so suddenly placed in his hands. The isolated house in which Chester Wilcox lived was about five miles off in an adjacent valley. That very night he started off all alone to prepare for the attempt. It was daylight before he returned from his reconnaissance. Next day he interviewed his t"
VOF,VOF_T01150,Unknown,"Well, a Pinkerton. But, sure, you wouldn’t know what that is, acushla, nor what it may mean to the likes of me. I’m too deep in this thing, and I may have to get out of it quick. You said you would come with me if I went.",said you,"f satisfaction; for it seemed to him that he was safe. And yet the danger must still have pressed somewhat upon him; for on his way to the lodge he stopped at old man Shafter’s. The house was forbidden him; but when he tapped at the window Ettie came out to him. The dancing Irish deviltry had gone from her lover’s eyes. She read his danger in his earnest face. “Something has happened!” she cried. “Oh, Jack, you are in danger!” “Sure, it is not very bad, my sweetheart. And yet it may be wise that we make a move before it is worse.” “Make a move?” “I promised you once that I would go some day. I think the time is coming. I had news to-night, bad news, and I see trouble coming.” “The police?” “Well, a Pinkerton. But, sure, you wouldn’t know what that is, acushla, nor what it may mean to the likes of me. I’m too deep in this thing, and I may have to get out of it quick. You said you would come with me if I went.” “Oh, Jack, it would be the saving of you!” “I’m an honest man in some things, Ettie. I wouldn’t hurt a hair of your bonny head for all that the world can give, nor ever pull you down one inch from the golden throne above the clouds where I always see you. Would you trust me?” She put her hand in his without a word. “Well, then, listen to what I say, and do as I order you, for indeed it’s the only way for us. Things are going to happen in this valley. I feel it in my bones. There may be many of us that will have to look out for ourselves. I’m one, anyhow. If I go, by day or night, it’s you that must come with me!” “I’d come after you, Jack.” “No, no, you shall come _with_ me. If this valley"
VOF,VOF_T01176,Unknown,"You and I have had our differences, but you have said the true word to-night.",said the true word to-night.," we hold him in the hollow of our hands,” he continued with an exulting smile upon his face. “If we act quickly and wisely, we can cut this thing short. If I have your confidence and your help, it is little that we have to fear.” “What have we to fear, anyhow? What can he know of our affairs?” “You might say so if all were as stanch as you, Councillor. But this man has all the millions of the capitalists at his back. Do you think there is no weaker brother among all our lodges that could not be bought? He will get at our secrets—maybe has got them already. There’s only one sure cure.” “That he never leaves the valley,” said Baldwin. McMurdo nodded. “Good for you, Brother Baldwin,” he said. “You and I have had our differences, but you have said the true word to-night.” “Where is he, then? Where shall we know him?” “Eminent Bodymaster,” said McMurdo, earnestly, “I would put it to you that this is too vital a thing for us to discuss in open lodge. God forbid that I should throw a doubt on anyone here; but if so much as a word of gossip got to the ears of this man, there would be an end of any chance of our getting him. I would ask the lodge to choose a trusty committee, Mr. Chairman—yourself, if I might suggest it, and Brother Baldwin here, and five more. Then I can talk freely of what I know and of what I advise should be done.” The proposition was at once adopted, and the committee chosen. Besides the chairman and Baldwin there were the vulture-faced sec"
VOF,VOF_T01179,Unknown,"Now, McMurdo! I said just now that I knew Birdy Edwards,",said just now that I,
VOF,VOF_T01182,Unknown,"Because I fell into talk with him. I thought little of it at the time, nor would have given it a second thought but for this letter; but now I’m sure it’s the man. I met him on the cars when I went down the line on Wednesday—a hard case if ever there was one. He said he was a reporter. I believed it for the moment. Wanted to know all he could about the Scowrers and what he called ‘the outrages’ for a New York paper. Asked me every kind of question so as to get something. You bet I was giving nothing away. ‘I’d pay for it and pay well,’ said he, ‘if I could get some stuff that would suit my editor.’ I said what I thought would please him best, and he handed me a twenty-dollar bill for my information. ‘There’s ten times that for you,’ said he, ‘if you can find me all that I want.’",said he | said he | said what I thought would | said he | Asked me every kind of,"fting up in that serene sky under which they had dwelt so long. The horrors they had dealt out to others had been so much a part of their settled lives that the thought of retribution had become a remote one, and so seemed the more startling now that it came so closely upon them. They broke up early and left their leaders to their council. “Now, McMurdo!” said McGinty when they were alone. The seven men sat frozen in their seats. “I said just now that I knew Birdy Edwards,” McMurdo explained. “I need not tell you that he is not here under that name. He’s a brave man, but not a crazy one. He passes under the name of Steve Wilson, and he is lodging at Hobson’s Patch.” “How do you know this?” “Because I fell into talk with him. I thought little of it at the time, nor would have given it a second thought but for this letter; but now I’m sure it’s the man. I met him on the cars when I went down the line on Wednesday—a hard case if ever there was one. He said he was a reporter. I believed it for the moment. Wanted to know all he could about the Scowrers and what he called ‘the outrages’ for a New York paper. Asked me every kind of question so as to get something. You bet I was giving nothing away. ‘I’d pay for it and pay well,’ said he, ‘if I could get some stuff that would suit my editor.’ I said what I thought would please him best, and he handed me a twenty-dollar bill for my information. ‘There’s ten times that for you,’ said he, ‘if you can find me all that I want.’” “What did you tell him, then?” “Any stuff I could make up.” “How do you know he wasn’t a newspaper man?” “I’ll tell you. He got out at Hobson’s Patch, and so did I. I chanced into the telegraph bureau, and he was leaving it. “‘See here,’ said the operator after he’d gone out, ‘I guess we should charge double rates for this.’—‘I guess you should,’ said I. He had filled the form with stuff that might have been Chinese, for all we could make of it. ‘He fires a sheet of this off every day,’ said the clerk. ‘Yes,’ said I; ‘it’s special news for his paper, and he’s scared that the others should tap it.’ That was what the operator thought and what I thought at the time; but I think differently no"
VOF,VOF_T01186,Unknown,"I’ll tell you. He got out at Hobson’s Patch, and so did I. I chanced into the telegraph bureau, and he was leaving it. “‘See here,’ said the operator after he’d gone out, ‘I guess we should charge double rates for this.’—‘I guess you should,’ said I. He had filled the form with stuff that might have been Chinese, for all we could make of it. ‘He fires a sheet of this off every day,’ said the clerk. ‘Yes,’ said I; ‘it’s special news for his paper, and he’s scared that the others should tap it.’ That was what the operator thought and what I thought at the time; but I think differently now.",said the operator after he’d | said I | said the clerk. | said I," down the line on Wednesday—a hard case if ever there was one. He said he was a reporter. I believed it for the moment. Wanted to know all he could about the Scowrers and what he called ‘the outrages’ for a New York paper. Asked me every kind of question so as to get something. You bet I was giving nothing away. ‘I’d pay for it and pay well,’ said he, ‘if I could get some stuff that would suit my editor.’ I said what I thought would please him best, and he handed me a twenty-dollar bill for my information. ‘There’s ten times that for you,’ said he, ‘if you can find me all that I want.’” “What did you tell him, then?” “Any stuff I could make up.” “How do you know he wasn’t a newspaper man?” “I’ll tell you. He got out at Hobson’s Patch, and so did I. I chanced into the telegraph bureau, and he was leaving it. “‘See here,’ said the operator after he’d gone out, ‘I guess we should charge double rates for this.’—‘I guess you should,’ said I. He had filled the form with stuff that might have been Chinese, for all we could make of it. ‘He fires a sheet of this off every day,’ said the clerk. ‘Yes,’ said I; ‘it’s special news for his paper, and he’s scared that the others should tap it.’ That was what the operator thought and what I thought at the time; but I think differently now.” “By Gar! I believe you are right,” said McGinty. “But what do you allow that we should do about it?” “Why not go right down now and fix him?” someone suggested. “Ay, the sooner the better.” “I’d start this next minute if I knew where we could find him,” said McMurdo. “He’s in Hobson’s Patch; but I don’t know the house. I’ve got a plan, though, if you’ll only take my advice.” “Well, what is it?” “I’ll go to the Patch to-morrow morning. I’ll find him through the operator. He can locate him, I guess. Well, then I’ll tell him that I’m a Freeman myself. I’ll offer him all the secrets of the lodge for a price. You bet he’ll tumble to it. I’ll tell him the papers are at my house, and that it’s as"
