text_id,turn_id,speaker,dialogue_text,sentence_count,review_reason
VOF,VOF_T00074,Unknown,It is a cipher that Dr. Watson and I have had occasion to solve. But why—what’s amiss with the names?,2,contains_em_dash
VOF,VOF_T00079,he,"I was going down to Birlstone this morning, I had come to ask you if you cared to come with me—you and your friend here. But from what you say we might perhaps be doing better work in London.",2,contains_em_dash
VOF,VOF_T00083,Unknown,"Posted in Camberwell—that doesn’t help us much. Name, you say, is assumed. Not much to go on, certainly. Didn’t you say that you have sent him money?",4,contains_em_dash
VOF,VOF_T00108,Unknown,"I don’t miss much, Mr. Holmes. Maybe I learned that from you. Yes, I saw the picture—a young woman with her head on her hands, peeping at you sideways.",3,contains_em_dash
VOF,VOF_T00126,Unknown,"Ah, that’s another matter. I have been three times in his rooms, twice waiting for him under different pretexts and leaving before he came. Once—well, I can hardly tell about the once to an official detective. It was on the last occasion that I took the liberty of running over his papers—with the most unexpected results.",4,contains_em_dash
VOF,VOF_T00132,Unknown,"Exactly. Of course I have other reasons for thinking so—dozens of exiguous threads which lead vaguely up towards the centre of the web where the poisonous, motionless creature is lurking. I only mention the Greuze because it brings the matter within the range of your own observation.",3,contains_em_dash
VOF,VOF_T00133,Unknown,"Well, Mr. Holmes, I admit that what you say is interesting: it’s more than interesting—it’s just wonderful. But let us have it a little clearer if you can. Is it forgery, coining, burglary—where does the money come from?",3,contains_em_dash
VOF,VOF_T00135,Unknown,"Well, the name has a familiar sound. Someone in a novel, was he not? I don’t take much stock of detectives in novels—chaps that do things and never let you see how they do them. That’s just inspiration: not business.",4,contains_em_dash
VOF,VOF_T00136,Unknown,"Jonathan Wild wasn’t a detective, and he wasn’t in a novel. He was a master criminal, and he lived last century—1750 or thereabouts.",2,contains_em_dash
VOF,VOF_T00138,Unknown,"Mr. Mac, the most practical thing that you ever did in your life would be to shut yourself up for three months and read twelve hours a day at the annals of crime. Everything comes in circles—even Professor Moriarty. Jonathan Wild was the hidden force of the London criminals, to whom he sold his brains and his organization on a fifteen per cent. commission. The old wheel turns, and the same spoke comes up. It’s all been done before, and will be again. I’ll tell you one or two things about Moriarty which may interest you.",6,contains_em_dash
VOF,VOF_T00140,Unknown,"I happen to know who is the first link in his chain—a chain with this Napoleon-gone-wrong at one end, and a hundred broken fighting men, pickpockets, blackmailers, and card sharpers at the other, with every sort of crime in between. His chief of staff is Colonel Sebastian Moran, as aloof and guarded and inaccessible to the law as himself. What do you think he pays him?",3,contains_em_dash
VOF,VOF_T00142,Unknown,"Six thousand a year. That’s paying for brains, you see—the American business principle. I learned that detail quite by chance. It’s more than the Prime Minister gets. That gives you an idea of Moriarty’s gains and of the scale on which he works. Another point: I made it my business to hunt down some of Moriarty’s checks lately—just common innocent checks that he pays his household bills with. They were drawn on six different banks. Does that make any impression on your mind?",8,contains_em_dash
VOF,VOF_T00146,Unknown,"We may form some conception as to the motives of the crime. It is, as I gather from your original remarks, an inexplicable, or at least an unexplained, murder. Now, presuming that the source of the crime is as we suspect it to be, there might be two different motives. In the first place, I may tell you that Moriarty rules with a rod of iron over his people. His discipline is tremendous. There is only one punishment in his code. It is death. Now we might suppose that this murdered man—this Douglas whose approaching fate was known by one of the arch-criminal’s subordinates—had in some way betrayed the chief. His punishment followed, and would be known to all—if only to put the fear of death into them.",9,contains_em_dash
VOF,VOF_T00154,Unknown,"DEAR INSPECTOR MACDONALD, Official requisition for your services is in separate envelope. This is for your private eye. Wire me what train in the morning you can get for Birlstone, and I will meet it—or have it met if I am too occupied. This case is a snorter. Don’t waste a moment in getting started. If you can bring Mr. Holmes, please do so; for he will find something after his own heart. We would think the whole had been fixed up for theatrical effect if there wasn’t a dead man in the middle of it. My word! it _is_ a snorter.",8,contains_em_dash
VOF,VOF_T00160,Unknown,"Then, with your permission, we will leave it at that, Mr. Mac. The temptation to form premature theories upon insufficient data is the bane of our profession. I can see only two things for certain at present—a great brain in London, and a dead man in Sussex. It’s the chain between that we are going to trace.",4,contains_em_dash
VOF,VOF_T00165,Unknown,"It was just half-past eleven. I had not begun to undress, and I was sitting by the fire in my bedroom when I heard the report. It was not very loud—it seemed to be muffled. I rushed down—I don’t suppose it was thirty seconds before I was in the room.",4,contains_em_dash
VOF,VOF_T00191,Unknown,V.V.—341. I can make no sense of that.,2,contains_em_dash
VOF,VOF_T00225,Unknown,"Quite so. It doesn’t prove it wasn’t used. But there might have been stains, and that would have helped us. As a matter of fact there were none. Then I examined the gun. They were buckshot cartridges, and, as Sergeant Wilson pointed out, the triggers were wired together so that, if you pulled on the hinder one, both barrels were discharged. Whoever fixed that up had made up his mind that he was going to take no chances of missing his man. The sawed gun was not more than two foot long—one could carry it easily under one’s coat. There was no complete maker’s name; but the printed letters P-E-N were on the fluting between the barrels, and the rest of the name had been cut off by the saw.",9,contains_em_dash
VOF,VOF_T00227,Unknown,"Pennsylvania Small Arms Company—well-known American firm, That is very helpful, Mr. Holmes. No doubt you are right. Wonderful! Wonderful! Do you carry the names of all the gun makers in the world in your memory?",5,contains_em_dash
VOF,VOF_T00235,Unknown,Ten years with Sir Charles Chandos—as solid as a rock. He has been with Douglas ever since he took the Manor House five years ago. He has never seen a gun of this sort in the house.,3,contains_em_dash
VOF,VOF_T00247,Unknown,"I was going to propose it, Mr. Holmes; but I thought it well to put you in touch with all the facts before we go. I suppose if anything should strike you—",2,contains_em_dash
VOF,VOF_T00249,Holmes,"My own idea of the game, at any rate, I go into a case to help the ends of justice and the work of the police. If I have ever separated myself from the official force, it is because they have first separated themselves from me. I have no wish ever to score at their expense. At the same time, Mr. White Mason, I claim the right to work in my own way and give my results at my own time—complete rather than in stages.",4,contains_em_dash
VOF,VOF_T00263,Unknown,"Is it suicide, or is it murder—that’s our first question, gentlemen, is it not? If it were suicide, then we have to believe that this man began by taking off his wedding ring and concealing it; that he then came down here in his dressing gown, trampled mud into a corner behind the curtain in order to give the idea someone had waited for him, opened the window, put blood on the—",2,contains_em_dash
VOF,VOF_T00266,Unknown,"There are considerable difficulties both ways, and yet one or the other it must be. We will suppose first that some person or persons inside the house did the crime. They got this man down here at a time when everything was still and yet no one was asleep. They then did the deed with the queerest and noisiest weapon in the world so as to tell everyone what had happened—a weapon that was never seen in the house before. That does not seem a very likely start, does it?",5,contains_em_dash
VOF,VOF_T00268,Unknown,"Well, then, everyone is agreed that after the alarm was given only a minute at the most had passed before the whole household—not Mr. Cecil Barker alone, though he claims to have been the first, but Ames and all of them were on the spot. Do you tell me that in that time the guilty person managed to make footmarks in the corner, open the window, mark the sill with blood, take the wedding ring off the dead man’s finger, and all the rest of it? It’s impossible!",3,contains_em_dash
VOF,VOF_T00273,Unknown,"Well, now, we can reconstruct things on those lines. Mr. Douglas enters the room. He puts down the candle. A man appears from behind the curtain. He is armed with this gun. He demands the wedding ring—Heaven only knows why, but so it must have been. Mr. Douglas gave it up. Then either in cold blood or in the course of a struggle—Douglas may have gripped the hammer that was found upon the mat—he shot Douglas in this horrible way. He dropped his gun and also it would seem this queer card—V.V. 341, whatever that may mean—and he made his escape through the window and across the moat at the very moment when Cecil Barker was discovering the crime. How’s that, Mr. Holmes?",8,contains_em_dash
VOF,VOF_T00276,he,"I should like a few more facts before I get so far as a theory, Mr. Mac, Dear me! these injuries are really appalling. Can we have the butler in for a moment?... Ames, I understand that you have often seen this very unusual mark—a branded triangle inside a circle—upon Mr. Douglas’s forearm?",3,contains_ellipsis; contains_em_dash
VOF,VOF_T00288,Unknown,"Well, then, we will pass to this card—V.V. 341. It is rough cardboard. Have you any of the sort in the house?",3,contains_em_dash
VOF,VOF_T00303,Ames,"Mr. Douglas’s dumb-bells, Dumb-bell—there’s only one. Where’s the other?",2,contains_em_dash
VOF,VOF_T00331,Unknown,"Well, they were a mighty hard-looking crowd. They came up to the claim and wanted to know where he was. I told them that he was gone to Europe and that I did not know where to find him. They meant him no good—it was easy to see that.",4,contains_em_dash
VOF,VOF_T00350,Unknown,"If I have seen her, it is because you cannot visit a man without knowing his wife. If you imagine there is any connection—",2,contains_em_dash
VOF,VOF_T00359,Unknown,"Well, I guess you gentlemen are only doing your clear duty after all, and I have no right to stand in the way of it. I’d only ask you not to worry Mrs. Douglas over this matter; for she has enough upon her just now. I may tell you that poor Douglas had just one fault in the world, and that was his jealousy. He was fond of me—no man could be fonder of a friend. And he was devoted to his wife. He loved me to come here, and was forever sending for me. And yet if his wife and I talked together or there seemed any sympathy between us, a kind of wave of jealousy would pass over him, and he would be off the handle and saying the wildest things in a moment. More than once I’ve sworn off coming for that reason, and then he would write me such penitent, imploring letters that I just had to. But you can take it from me, gentlemen, if it was my last word, that no man ever had a more loving, faithful wife—and I can say also no friend could be more loyal than I!",9,contains_em_dash
VOF,VOF_T00399,Unknown,"I have always felt that there was a danger hanging over him. He refused to discuss it with me. It was not from want of confidence in me—there was the most complete love and confidence between us—but it was out of his desire to keep all alarm away from me. He thought I should brood over it if I knew all, and so he was silent.",4,contains_em_dash
VOF,VOF_T00404,Unknown,"That was an expression he has used when I questioned him. ‘I have been in the Valley of Fear. I am not out of it yet.’—‘Are we never to get out of the Valley of Fear?’ I have asked him when I have seen him more serious than usual. ‘Sometimes I think that we never shall,’ he has answered.",4,contains_em_dash
VOF,VOF_T00408,Unknown,"Yes, he was delirious with fever once when he had his hunting accident three years ago. Then I remember that there was a name that came continually to his lips. He spoke it with anger and a sort of horror. McGinty was the name—Bodymaster McGinty. I asked him when he recovered who Bodymaster McGinty was, and whose body he was master of. ‘Never of mine, thank God!’ he answered with a laugh, and that was all I could get from him. But there is a connection between Bodymaster McGinty and the Valley of Fear.",7,contains_em_dash
VOF,VOF_T00418,MacDonald,"She’s a beautiful woman—a very beautiful woman, This man Barker has certainly been down here a good deal. He is a man who might be attractive to a woman. He admits that the dead man was jealous, and maybe he knew best himself what cause he had for jealousy. Then there’s that wedding ring. You can’t get past that. The man who tears a wedding ring off a dead man’s—What do you say to it, Mr. Holmes?",6,contains_em_dash
VOF,VOF_T00427,Unknown,"Yes, sir. I may say that I noticed that the slippers were stained with blood—so indeed were my own.",2,contains_em_dash
VOF,VOF_T00431,the inspector,"there’s not a doubt of it! Barker has just marked the window himself. It’s a good deal broader than any bootmark. I mind that you said it was a splay-foot, and here’s the explanation. But what’s the game, Mr. Holmes—what’s the game?",5,contains_em_dash
VOF,VOF_T00438,Unknown,Perhaps some day you will do me justice. If you only realized—,2,contains_em_dash
VOF,VOF_T00444,Unknown,"I beg—I implore that you will, Dr. Watson! I assure you that you will be helping us—helping me greatly if you will guide us on that point.",2,contains_em_dash
VOF,VOF_T00449,Unknown,"My dear Watson, when I have exterminated that fourth egg I shall be ready to put you in touch with the whole situation. I don’t say that we have fathomed it—far from it—but when we have traced the missing dumb-bell—",2,contains_em_dash
VOF,VOF_T00452,Unknown,"A lie, Watson—a great, big, thumping, obtrusive, uncompromising lie—that’s what meets us on the threshold! There is our starting point. The whole story told by Barker is a lie. But Barker’s story is corroborated by Mrs. Douglas. Therefore she is lying also. They are both lying, and in a conspiracy. So now we have the clear problem. Why are they lying, and what is the truth which they are trying so hard to conceal? Let us try, Watson, you and I, if we can get behind the lie and reconstruct the truth. “How do I know that they are lying? Because it is a clumsy fabrication which simply could not be true. Consider! According to the story given to us, the assassin had less than a minute after the murder had been committed to take that ring, which was under another ring, from the dead man’s finger, to replace the other ring—a thing which he would surely never have done—and to put that singular card beside his victim. I say that this was obviously impossible. “You may argue—but I have too much respect for your judgment, Watson, to think that you will do so—that the ring may have been taken before the man was killed. The fact that the candle had been lit only a short time shows that there had been no lengthy interview. Was Douglas, from what we hear of his fearless character, a man who would be likely to give up his wedding ring at such short notice, or could we conceive of his giving it up at all? No, no, Watson, the assassin was alone with the dead man for some time with the lamp lit. Of that I have no doubt at all. “But the gunshot was apparently the cause of death. Therefore the shot must have been fired some time earlier than we are told. But there could be no mistake about such a matter as that. We are in the presence, therefore, of a deliberate conspiracy upon the part of the two people who heard the gunshot—of the man Barker and of the woman Douglas. When on the top of this I am able to show that the blood mark on the windowsill was deliberately placed there by Barker, in order to give a false clue to the police, you will admit that the case grows dark against him. “Now we have to ask ourselves at what hour the murder actually did occur. Up to half-past ten the servants were moving about the house; so it was certainly not before that time. At a quarter to eleven they had all gone to their rooms with the exception of Ames, who was in the pantry. I have been trying some experiments after you left us this afternoon, and I find that no noise which MacDonald can make in the study can penetrate to me in the pantry when the doors are all shut. “It is otherwise, however, from the housekeeper’s room. It is not so far down the corridor, and from it I could vaguely hear a voice when it was very loudly raised. The sound from a shotgun is to some extent muffled when the discharge is at very close range, as it undoubtedly was in this instance. It would not be very loud, and yet in the silence of the night it should have easily penetrated to Mrs. Allen’s room. She is, as she has told us, somewhat deaf; but none the less she mentioned in her evidence that she did hear something like a door slamming half an hour before the alarm was given. Half an hour before the alarm was given would be a quarter to eleven. I have no doubt that what she heard was the report of the gun, and that this was the real instant of the murder. “If this is so, we have now to determine what Barker and Mrs. Douglas, presuming that they are not the actual murderers, could have been doing from quarter to eleven, when the sound of the shot brought them down, until quarter past eleven, when they rang the bell and summoned the servants. What were they doing, and why did they not instantly give the alarm? That is the question which faces us, and when it has been answered we shall surely have gone some way to solve our problem.",38,contains_em_dash
VOF,VOF_T00457,I,"That, I am sure, cannot be true, Well, at least they gave that impression. However, we will suppose that they are an extraordinarily astute couple, who deceive everyone upon this point, and conspire to murder the husband. He happens to be a man over whose head some danger hangs—",3,contains_em_dash
VOF,VOF_T00459,Unknown,"I see, Watson. You are sketching out a theory by which everything they say from the beginning is false. According to your idea, there was never any hidden menace, or secret society, or Valley of Fear, or Boss MacSomebody, or anything else. Well, that is a good sweeping generalization. Let us see what that brings us to. They invent this theory to account for the crime. They then play up to the idea by leaving this bicycle in the park as proof of the existence of some outsider. The stain on the windowsill conveys the same idea. So does the card on the body, which might have been prepared in the house. That all fits into your hypothesis, Watson. But now we come on the nasty, angular, uncompromising bits which won’t slip into their places. Why a cut-off shotgun of all weapons—and an American one at that? How could they be so sure that the sound of it would not bring someone on to them? It’s a mere chance as it is that Mrs. Allen did not start out to inquire for the slamming door. Why did your guilty couple do all this, Watson?",15,contains_em_dash
VOF,VOF_T00466,I,"Well, it is possible, no doubt, We have to remember, Watson, that whatever occurred is certainly something very extraordinary. Well, now, to continue our supposititious case, the couple—not necessarily a guilty couple—realize after the murderer is gone that they have placed themselves in a position in which it may be difficult for them to prove that they did not themselves either do the deed or connive at it. They rapidly and rather clumsily met the situation. The mark was put by Barker’s bloodstained slipper upon the windowsill to suggest how the fugitive got away. They obviously were the two who must have heard the sound of the gun; so they gave the alarm exactly as they would have done, but a good half hour after the event.",5,contains_em_dash
VOF,VOF_T00468,Unknown,"Well, if there were an outsider, he may be traced and taken. That would be the most effective of all proofs. But if not—well, the resources of science are far from being exhausted. I think that an evening alone in that study would help me much.",4,contains_em_dash
VOF,VOF_T00473,Unknown,Certainly—but what a wretched weapon! If there is danger—,2,contains_em_dash
VOF,VOF_T00483,Unknown,"So one would imagine. Still, he has been justified of his wisdom up to date, at any rate, since he has not been taken. But his description—what of that?",3,contains_em_dash
VOF,VOF_T00490,MacDonald,"Well, Mr. Holmes, when we have got our man—and you may be sure that I had his description on the wires within five minutes of hearing it—we shall be better able to judge. But, even as it stands, we have surely gone a long way. We know that an American calling himself Hargrave came to Tunbridge Wells two days ago with bicycle and valise. In the latter was a sawed-off shotgun; so he came with the deliberate purpose of crime. Yesterday morning he set off for this place on his bicycle, with his gun concealed in his overcoat. No one saw him arrive, so far as we can learn; but he need not pass through the village to reach the park gates, and there are many cyclists upon the road. Presumably he at once concealed his cycle among the laurels where it was found, and possibly lurked there himself, with his eye on the house, waiting for Mr. Douglas to come out. The shotgun is a strange weapon to use inside a house; but he had intended to use it outside, and there it has very obvious advantages, as it would be impossible to miss with it, and the sound of shots is so common in an English sporting neighbourhood that no particular notice would be taken.",8,contains_em_dash
VOF,VOF_T00492,Unknown,"Well, Mr. Mac, it is very good and very clear so far as it goes. That is your end of the story. My end is that the crime was committed half an hour earlier than reported; that Mrs. Douglas and Barker are both in a conspiracy to conceal something; that they aided the murderer’s escape—or at least that they reached the room before he escaped—and that they fabricated evidence of his escape through the window, whereas in all probability they had themselves let him go by lowering the bridge. That’s my reading of the first half.",4,contains_em_dash
VOF,VOF_T00497,Unknown,"No, no! Darkness and Dr. Watson’s umbrella—my wants are simple. And Ames, the faithful Ames, no doubt he will stretch a point for me. All my lines of thought lead me back invariably to the one basic question—why should an athletic man develop his frame upon so unnatural an instrument as a single dumb-bell?",4,contains_em_dash
VOF,VOF_T00507,Unknown,"He is at present reported from Leicester, Nottingham, Southampton, Derby, East Ham, Richmond, and fourteen other places. In three of them—East Ham, Leicester, and Liverpool—there is a clear case against him, and he has actually been arrested. The country seems to be full of the fugitives with yellow coats.",3,contains_em_dash
VOF,VOF_T00508,Holmes,"Dear me! Now, Mr. Mac and you, Mr. White Mason, I wish to give you a very earnest piece of advice. When I went into this case with you I bargained, as you will no doubt remember, that I should not present you with half-proved theories, but that I should retain and work out my own ideas until I had satisfied myself that they were correct. For this reason I am not at the present moment telling you all that is in my mind. On the other hand, I said that I would play the game fairly by you, and I do not think it is a fair game to allow you for one unnecessary moment to waste your energies upon a profitless task. Therefore I am here to advise you this morning, and my advice to you is summed up in three words—abandon the case.",6,contains_em_dash
VOF,VOF_T00518,Unknown,"It immensely adds to the zest of an investigation, my dear Mr. Mac, when one is in conscious sympathy with the historical atmosphere of one’s surroundings. Don’t look so impatient; for I assure you that even so bald an account as this raises some sort of picture of the past in one’s mind. Permit me to give you a sample. ‘Erected in the fifth year of the reign of James I, and standing upon the site of a much older building, the Manor House of Birlstone presents one of the finest surviving examples of the moated Jacobean residence—’",4,contains_em_dash
VOF,VOF_T00520,Unknown,"Tut, tut, Mr. Mac!—the first sign of temper I have detected in you. Well, I won’t read it verbatim, since you feel so strongly upon the subject. But when I tell you that there is some account of the taking of the place by a parliamentary colonel in 1644, of the concealment of Charles for several days in the course of the Civil War, and finally of a visit there by the second George, you will admit that there are various associations of interest connected with this ancient house.",3,contains_em_dash
VOF,VOF_T00540,Holmes,"Capital! Well, then, I should recommend a nice, cheery country walk for both of you. They tell me that the views from Birlstone Ridge over the Weald are very remarkable. No doubt lunch could be got at some suitable hostelry; though my ignorance of the country prevents me from recommending one. In the evening, tired but happy—",5,contains_em_dash
VOF,VOF_T00546,Unknown,"I’ll dictate it, if you like. Ready? “DEAR SIR.—It has struck me that it is our duty to drain the moat, in the hope that we may find some—",3,contains_em_dash
VOF,VOF_T00550,Unknown,"—in the hope that we may find something which may bear upon our investigation. I have made arrangements, and the workmen will be at work early to-morrow morning diverting the stream—",2,contains_em_dash
VOF,VOF_T00552,Unknown,"—diverting the stream; so I thought it best to explain matters beforehand. “Now sign that, and send it by hand about four o’clock. At that hour we shall meet again in this room. Until then we may each do what we like; for I can assure you that this inquiry has come to a definite pause.",4,contains_em_dash
VOF,VOF_T00556,he,"Watson insists that I am the dramatist in real life, Some touch of the artist wells up within me, and calls insistently for a well-staged performance. Surely our profession, Mr. Mac, would be a drab and sordid one if we did not sometimes set the scene so as to glorify our results. The blunt accusation, the brutal tap upon the shoulder—what can one make of such a denouement? But the quick inference, the subtle trap, the clever forecast of coming events, the triumphant vindication of bold theories—are these not the pride and the justification of our life’s work? At the present moment you thrill with the glamour of the situation and the anticipation of the hunt. Where would be that thrill if I had been as definite as a timetable? I only ask a little patience, Mr. Mac, and all will be clear to you.",7,contains_em_dash
VOF,VOF_T00560,Unknown,"If criminals would always schedule their movements like railway trains, it would certainly be more convenient for all of us. As to what it is we— Well, _that’s_ what we are watching for!",2,contains_em_dash
VOF,VOF_T00571,Unknown,"Here, as you perceive, is the inner pocket prolonged into the lining in such fashion as to give ample space for the truncated fowling piece. The tailor’s tab is on the neck—‘Neal, Outfitter, Vermissa, U.S.A.’ I have spent an instructive afternoon in the rector’s library, and have enlarged my knowledge by adding the fact that Vermissa is a flourishing little town at the head of one of the best known coal and iron valleys in the United States. I have some recollection, Mr. Barker, that you associated the coal districts with Mr. Douglas’s first wife, and it would surely not be too far-fetched an inference that the V.V. upon the card by the dead body might stand for Vermissa Valley, or that this very valley which sends forth emissaries of murder may be that Valley of Fear of which we have heard. So much is fairly clear. And now, Mr. Barker, I seem to be standing rather in the way of your explanation.",5,contains_em_dash
VOF,VOF_T00582,he,"I’ve heard of you, You are the historian of this bunch. Well, Dr. Watson, you’ve never had such a story as that pass through your hands before, and I’ll lay my last dollar on that. Tell it your own way; but there are the facts, and you can’t miss the public so long as you have those. I’ve been cooped up two days, and I’ve spent the daylight hours—as much daylight as I could get in that rat trap—in putting the thing into words. You’re welcome to them—you and your public. There’s the story of the Valley of Fear.",6,contains_em_dash
VOF,VOF_T00594,Unknown,"and I acted for the best. “Well, gentlemen, the day before these happenings I was over in Tunbridge Wells, and I got a glimpse of a man in the street. It was only a glimpse; but I have a quick eye for these things, and I never doubted who it was. It was the worst enemy I had among them all—one who has been after me like a hungry wolf after a caribou all these years. I knew there was trouble coming, and I came home and made ready for it. I guessed I’d fight through it all right on my own, my luck was a proverb in the States about ’76. I never doubted that it would be with me still. “I was on my guard all that next day, and never went out into the park. It’s as well, or he’d have had the drop on me with that buckshot gun of his before ever I could draw on him. After the bridge was up—my mind was always more restful when that bridge was up in the evenings—I put the thing clear out of my head. I never dreamed of his getting into the house and waiting for me. But when I made my round in my dressing gown, as was my habit, I had no sooner entered the study than I scented danger. I guess when a man has had dangers in his life—and I’ve had more than most in my time—there is a kind of sixth sense that waves the red flag. I saw the signal clear enough, and yet I couldn’t tell you why. Next instant I spotted a boot under the window curtain, and then I saw why plain enough. “I’d just the one candle that was in my hand; but there was a good light from the hall lamp through the open door. I put down the candle and jumped for a hammer that I’d left on the mantel. At the same moment he sprang at me. I saw the glint of a knife, and I lashed at him with the hammer. I got him somewhere; for the knife tinkled down on the floor. He dodged round the table as quick as an eel, and a moment later he’d got his gun from under his coat. I heard him cock it; but I had got hold of it before he could fire. I had it by the barrel, and we wrestled for it all ends up for a minute or more. It was death to the man that lost his grip. “He never lost his grip; but he got it butt downward for a moment too long. Maybe it was I that pulled the trigger. Maybe we just jolted it off between us. Anyhow, he got both barrels in the face, and there I was, staring down at all that was left of Ted Baldwin. I’d recognized him in the township, and again when he sprang for me; but his own mother wouldn’t recognize him as I saw him then. I’m used to rough work; but I fairly turned sick at the sight of him. “I was hanging on the side of the table when Barker came hurrying down. I heard my wife coming, and I ran to the door and stopped her. It was no sight for a woman. I promised I’d come to her soon. I said a word or two to Barker—he took it all in at a glance—and we waited for the rest to come along. But there was no sign of them. Then we understood that they could hear nothing, and that all that had happened was known only to ourselves. “It was at that instant that the idea came to me. I was fairly dazzled by the brilliance of it. The man’s sleeve had slipped up and there was the branded mark of the lodge upon his forearm. See here!",40,contains_em_dash
VOF,VOF_T00634,Unknown,"Here is the address—Jacob Shafter, Sheridan Street. It’s a boarding house that was recommended by a man I knew in Chicago.",2,contains_em_dash
VOF,VOF_T00646,McMurdo,"I’m not afraid of you, and don’t you think it! My name’s Jack McMurdo—see? If you want me, you’ll find me at Jacob Shafter’s on Sheridan Street, Vermissa; so I’m not hiding from you, am I? Day or night I dare to look the like of you in the face—don’t make any mistake about that!",4,contains_em_dash
VOF,VOF_T00668,Unknown,I’m in no hurry to see him. But your house was recommended to me for board. I thought it might suit me—and now I know it will.,3,contains_em_dash
