text_id,turn_id,sentence_id,speaker,previous_text,current_text,next_text,unit_type,extraction_confidence,source
VOF,VOF_T00028,VOF_T00028_S02,Unknown,"Your native shrewdness, my dear Watson, that innate cunning which is the delight of your friends, would surely prevent you from inclosing cipher and message in the same envelope.","Should it miscarry, you are undone.","As it is, both have to go wrong before any harm comes from it.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00028,VOF_T00028_S03,Unknown,"Should it miscarry, you are undone.","As it is, both have to go wrong before any harm comes from it.","Our second post is now overdue, and I shall be surprised if it does not bring us either a further letter of explanation, or, as is more probable, the very volume to which these figures refer.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00028,VOF_T00028_S04,Unknown,"As it is, both have to go wrong before any harm comes from it.","Our second post is now overdue, and I shall be surprised if it does not bring us either a further letter of explanation, or, as is more probable, the very volume to which these figures refer.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00029,VOF_T00029_S01,Holmes,,"The same writing, and actually signed,",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00030,VOF_T00030_S01,Unknown,,"Come, we are getting on, Watson.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S01,Unknown,,"Dear me, this is very disappointing!","I fear, Watson, that all our expectations come to nothing.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S02,Unknown,"Dear me, this is very disappointing!","I fear, Watson, that all our expectations come to nothing.",I trust that the man Porlock will come to no harm.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S03,Unknown,"I fear, Watson, that all our expectations come to nothing.",I trust that the man Porlock will come to no harm.,"“‘Dear mr. Holmes,’ he says, ‘I will go no further in this matter.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S04,Unknown,I trust that the man Porlock will come to no harm.,"“‘Dear mr. Holmes,’ he says, ‘I will go no further in this matter.",It is too dangerous—he suspects me.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S05,Unknown,"“‘Dear mr. Holmes,’ he says, ‘I will go no further in this matter.",It is too dangerous—he suspects me.,I can see that he suspects me.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S06,Unknown,It is too dangerous—he suspects me.,I can see that he suspects me.,He came to me quite unexpectedly after I had actually addressed this envelope with the intention of sending you the key to the cipher.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S07,Unknown,I can see that he suspects me.,He came to me quite unexpectedly after I had actually addressed this envelope with the intention of sending you the key to the cipher.,I was able to cover it up.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S08,Unknown,He came to me quite unexpectedly after I had actually addressed this envelope with the intention of sending you the key to the cipher.,I was able to cover it up.,"If he had seen it, it would have gone hard with me.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S09,Unknown,I was able to cover it up.,"If he had seen it, it would have gone hard with me.",But I read suspicion in his eyes.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S10,Unknown,"If he had seen it, it would have gone hard with me.",But I read suspicion in his eyes.,"Please burn the cipher message, which can now be of no use to you.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S11,Unknown,But I read suspicion in his eyes.,"Please burn the cipher message, which can now be of no use to you.",“‘FRED PORLOCK.’,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00031,VOF_T00031_S12,Unknown,"Please burn the cipher message, which can now be of no use to you.",“‘FRED PORLOCK.’,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00032,VOF_T00032_S01,Unknown,,"After all,",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00033,VOF_T00033_S01,Unknown,,there may be nothing in it.,It may be only his guilty conscience.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00033,VOF_T00033_S02,Unknown,there may be nothing in it.,It may be only his guilty conscience.,"Knowing himself to be a traitor, he may have read the accusation in the other’s eyes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00033,VOF_T00033_S03,Unknown,It may be only his guilty conscience.,"Knowing himself to be a traitor, he may have read the accusation in the other’s eyes.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00034,VOF_T00034_S01,Unknown,,"The other being, I presume, Professor Moriarty.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00035,VOF_T00035_S01,Unknown,,No less!,When any of that party talk about ‘He’ you know whom they mean.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00035,VOF_T00035_S02,Unknown,No less!,When any of that party talk about ‘He’ you know whom they mean.,There is one predominant ‘He’ for all of them.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00035,VOF_T00035_S03,Unknown,When any of that party talk about ‘He’ you know whom they mean.,There is one predominant ‘He’ for all of them.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00036,VOF_T00036_S01,Unknown,,But what can he do?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00037,VOF_T00037_S01,Unknown,,Hum!,That’s a large question.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00037,VOF_T00037_S02,Unknown,Hum!,That’s a large question.,"When you have one of the first brains of Europe up against you, and all the powers of darkness at his back, there are infinite possibilities.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00037,VOF_T00037_S03,Unknown,That’s a large question.,"When you have one of the first brains of Europe up against you, and all the powers of darkness at his back, there are infinite possibilities.","Anyhow, Friend Porlock is evidently scared out of his senses—kindly compare the writing in the note to that upon its envelope; which was done, he tells us, before this ill-omened visit.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00037,VOF_T00037_S04,Unknown,"When you have one of the first brains of Europe up against you, and all the powers of darkness at his back, there are infinite possibilities.","Anyhow, Friend Porlock is evidently scared out of his senses—kindly compare the writing in the note to that upon its envelope; which was done, he tells us, before this ill-omened visit.",The one is clear and firm.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00037,VOF_T00037_S05,Unknown,"Anyhow, Friend Porlock is evidently scared out of his senses—kindly compare the writing in the note to that upon its envelope; which was done, he tells us, before this ill-omened visit.",The one is clear and firm.,The other hardly legible.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00037,VOF_T00037_S06,Unknown,The one is clear and firm.,The other hardly legible.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00038,VOF_T00038_S01,Unknown,,Why did he write at all?,Why did he not simply drop it?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00038,VOF_T00038_S02,Unknown,Why did he write at all?,Why did he not simply drop it?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00039,VOF_T00039_S01,Unknown,,"Because he feared I would make some inquiry after him in that case, and possibly bring trouble on him.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00040,VOF_T00040_S01,I,,"No doubt, Of course.",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00041,VOF_T00041_S01,Unknown,,"It’s pretty maddening to think that an important secret may lie here on this slip of paper, and that it is beyond human power to penetrate it.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00042,VOF_T00042_S01,he,,I wonder!,Perhaps there are points which have escaped your Machiavellian intellect.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00042,VOF_T00042_S02,he,I wonder!,Perhaps there are points which have escaped your Machiavellian intellect.,Let us consider the problem in the light of pure reason.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00042,VOF_T00042_S03,he,Perhaps there are points which have escaped your Machiavellian intellect.,Let us consider the problem in the light of pure reason.,This man’s reference is to a book.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00042,VOF_T00042_S04,he,Let us consider the problem in the light of pure reason.,This man’s reference is to a book.,That is our point of departure.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00042,VOF_T00042_S05,he,This man’s reference is to a book.,That is our point of departure.,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00043,VOF_T00043_S01,Unknown,,A somewhat vague one.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00044,VOF_T00044_S01,Unknown,,Let us see then if we can narrow it down.,"As I focus my mind upon it, it seems rather less impenetrable.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00044,VOF_T00044_S02,Unknown,Let us see then if we can narrow it down.,"As I focus my mind upon it, it seems rather less impenetrable.",What indications have we as to this book?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00044,VOF_T00044_S03,Unknown,"As I focus my mind upon it, it seems rather less impenetrable.",What indications have we as to this book?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00045,VOF_T00045_S01,Unknown,,None.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S01,Unknown,,"Well, well, it is surely not quite so bad as that.","The cipher message begins with a large 534, does it not?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S02,Unknown,"Well, well, it is surely not quite so bad as that.","The cipher message begins with a large 534, does it not?",We may take it as a working hypothesis that 534 is the particular page to which the cipher refers.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S03,Unknown,"The cipher message begins with a large 534, does it not?",We may take it as a working hypothesis that 534 is the particular page to which the cipher refers.,"So our book has already become a _large_ book, which is surely something gained.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S04,Unknown,We may take it as a working hypothesis that 534 is the particular page to which the cipher refers.,"So our book has already become a _large_ book, which is surely something gained.",What other indications have we as to the nature of this large book?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S05,Unknown,"So our book has already become a _large_ book, which is surely something gained.",What other indications have we as to the nature of this large book?,The next sign is C2.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S06,Unknown,What other indications have we as to the nature of this large book?,The next sign is C2.,"What do you make of that, Watson?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00046,VOF_T00046_S07,Unknown,The next sign is C2.,"What do you make of that, Watson?",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00047,VOF_T00047_S01,Unknown,,"Chapter the second, no doubt.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00048,VOF_T00048_S01,Unknown,,"Hardly that, Watson.","You will, I am sure, agree with me that if the page be given, the number of the chapter is immaterial.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00048,VOF_T00048_S02,Unknown,"Hardly that, Watson.","You will, I am sure, agree with me that if the page be given, the number of the chapter is immaterial.","Also that if page 534 finds us only in the second chapter, the length of the first one must have been really intolerable.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00048,VOF_T00048_S03,Unknown,"You will, I am sure, agree with me that if the page be given, the number of the chapter is immaterial.","Also that if page 534 finds us only in the second chapter, the length of the first one must have been really intolerable.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00049,VOF_T00049_S01,Unknown,,Column!,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00050,VOF_T00050_S01,Unknown,,"Brilliant, Watson.",You are scintillating this morning.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00050,VOF_T00050_S02,Unknown,"Brilliant, Watson.",You are scintillating this morning.,"If it is not column, then I am very much deceived.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00050,VOF_T00050_S03,Unknown,You are scintillating this morning.,"If it is not column, then I am very much deceived.","So now, you see, we begin to visualize a large book printed in double columns which are each of a considerable length, since one of the words is numbered in the document as the two hundred and ninety-third.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00050,VOF_T00050_S04,Unknown,"If it is not column, then I am very much deceived.","So now, you see, we begin to visualize a large book printed in double columns which are each of a considerable length, since one of the words is numbered in the document as the two hundred and ninety-third.",Have we reached the limits of what reason can supply?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00050,VOF_T00050_S05,Unknown,"So now, you see, we begin to visualize a large book printed in double columns which are each of a considerable length, since one of the words is numbered in the document as the two hundred and ninety-third.",Have we reached the limits of what reason can supply?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00051,VOF_T00051_S01,Unknown,,I fear that we have.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00052,VOF_T00052_S01,Unknown,,Surely you do yourself an injustice.,"One more coruscation, my dear Watson—yet another brain-wave!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
