text_id,turn_id,sentence_id,speaker,current_text,pattern,fragment,start_position,end_position,suggested_spacing,decision,review_notes
VOF,VOF_T00154,VOF_T00154_S03,Unknown,"Wire me what train in the morning you can get for Birlstone, and I will meet it—or have it met if I am too occupied.",missing_space_after_em_dash,t—o,78,81,,,
VOF,VOF_T00160,VOF_T00160_S03,Unknown,"I can see only two things for certain at present—a great brain in London, and a dead man in Sussex.",missing_space_after_em_dash,t—a,47,50,,,
VOF,VOF_T00165,VOF_T00165_S03,Unknown,It was not very loud—it seemed to be muffled.,missing_space_after_em_dash,d—i,19,22,,,
VOF,VOF_T00165,VOF_T00165_S04,Unknown,I rushed down—I don’t suppose it was thirty seconds before I was in the room.,missing_space_after_em_dash,n—I,12,15,,,
VOF,VOF_T00186,VOF_T00186_S01,the sergeant,"Then it comes to this, If anyone came from outside—_if_ they did—they must have got in across the bridge before six and been in hiding ever since, until mr. Douglas came into the room after eleven.",missing_space_after_em_dash,d—t,63,66,,,
VOF,VOF_T00225,VOF_T00225_S08,Unknown,The sawed gun was not more than two foot long—one could carry it easily under one’s coat.,missing_space_after_em_dash,g—o,44,47,,,
VOF,VOF_T00227,VOF_T00227_S01,Unknown,"Pennsylvania Small Arms Company—well-known American firm, That is very helpful, mr. Holmes.",missing_space_after_em_dash,y—w,30,33,,,
VOF,VOF_T00235,VOF_T00235_S01,Unknown,Ten years with Sir Charles Chandos—as solid as a rock.,missing_space_after_em_dash,s—a,33,36,,,
VOF,VOF_T00249,VOF_T00249_S04,Holmes,"At the same time, mr. White Mason, I claim the right to work in my own way and give my results at my own time—complete rather than in stages.",missing_space_after_em_dash,e—c,108,111,,,
VOF,VOF_T00254,VOF_T00254_S01,White Mason,"I’ve had a good look, mr. Holmes, There is nothing there, no sign that anyone has landed—but why should he leave any sign?",missing_space_after_em_dash,d—b,87,90,,,
VOF,VOF_T00263,VOF_T00263_S01,Unknown,"Is it suicide, or is it murder—that’s our first question, gentlemen, is it not?",missing_space_after_em_dash,r—t,29,32,,,
VOF,VOF_T00266,VOF_T00266_S04,Unknown,They then did the deed with the queerest and noisiest weapon in the world so as to tell everyone what had happened—a weapon that was never seen in the house before.,missing_space_after_em_dash,d—a,113,116,,,
VOF,VOF_T00268,VOF_T00268_S01,Unknown,"Well, then, everyone is agreed that after the alarm was given only a minute at the most had passed before the whole household—not mr. Cecil Barker alone, though he claims to have been the first, but Ames and all of them were on the spot.",missing_space_after_em_dash,d—n,124,127,,,
VOF,VOF_T00273,VOF_T00273_S05,Unknown,"He demands the wedding ring—Heaven only knows why, but so it must have been. mr. Douglas gave it up.",missing_space_after_em_dash,g—H,26,29,,,
VOF,VOF_T00273,VOF_T00273_S06,Unknown,Then either in cold blood or in the course of a struggle—Douglas may have gripped the hammer that was found upon the mat—he shot Douglas in this horrible way.,missing_space_after_em_dash,e—D,55,58,,,
VOF,VOF_T00273,VOF_T00273_S06,Unknown,Then either in cold blood or in the course of a struggle—Douglas may have gripped the hammer that was found upon the mat—he shot Douglas in this horrible way.,missing_space_after_em_dash,t—h,119,122,,,
VOF,VOF_T00273,VOF_T00273_S07,Unknown,"He dropped his gun and also it would seem this queer card—V.V. 341, whatever that may mean—and he made his escape through the window and across the moat at the very moment when Cecil Barker was discovering the crime.",missing_space_after_em_dash,d—V,56,59,,,
VOF,VOF_T00273,VOF_T00273_S07,Unknown,"He dropped his gun and also it would seem this queer card—V.V. 341, whatever that may mean—and he made his escape through the window and across the moat at the very moment when Cecil Barker was discovering the crime.",missing_space_after_em_dash,n—a,89,92,,,
VOF,VOF_T00276,VOF_T00276_S03,he,"Ames, I understand that you have often seen this very unusual mark—a branded triangle inside a circle—upon mr. Douglas’s forearm?",missing_space_after_em_dash,k—a,65,68,,,
VOF,VOF_T00276,VOF_T00276_S03,he,"Ames, I understand that you have often seen this very unusual mark—a branded triangle inside a circle—upon mr. Douglas’s forearm?",missing_space_after_em_dash,e—u,100,103,,,
VOF,VOF_T00288,VOF_T00288_S01,Unknown,"Well, then, we will pass to this card—V.V. 341.",missing_space_after_em_dash,d—V,36,39,,,
VOF,VOF_T00303,VOF_T00303_S01,Ames,"mr. Douglas’s dumb-bells, Dumb-bell—there’s only one.",missing_space_after_em_dash,l—t,34,37,,,
VOF,VOF_T00331,VOF_T00331_S04,Unknown,They meant him no good—it was easy to see that.,missing_space_after_em_dash,d—i,21,24,,,
VOF,VOF_T00332,VOF_T00332_S01,Unknown,Were these men Americans—Californians?,missing_space_after_em_dash,s—C,23,26,,,
VOF,VOF_T00359,VOF_T00359_S04,Unknown,He was fond of me—no man could be fonder of a friend.,missing_space_after_em_dash,e—n,16,19,,,
VOF,VOF_T00359,VOF_T00359_S09,Unknown,"But you can take it from me, gentlemen, if it was my last word, that no man ever had a more loving, faithful wife—and I can say also no friend could be more loyal than I!",missing_space_after_em_dash,e—a,112,115,,,
VOF,VOF_T00387,VOF_T00387_S01,Unknown,We have heard from mr. Cecil Barker that you did not actually see—that you were never in the room where the tragedy occurred?,missing_space_after_em_dash,e—t,64,67,,,
VOF,VOF_T00399,VOF_T00399_S03,Unknown,It was not from want of confidence in me—there was the most complete love and confidence between us—but it was out of his desire to keep all alarm away from me.,missing_space_after_em_dash,e—t,39,42,,,
VOF,VOF_T00399,VOF_T00399_S03,Unknown,It was not from want of confidence in me—there was the most complete love and confidence between us—but it was out of his desire to keep all alarm away from me.,missing_space_after_em_dash,s—b,98,101,,,
VOF,VOF_T00408,VOF_T00408_S04,Unknown,McGinty was the name—Bodymaster McGinty.,missing_space_after_em_dash,e—B,19,22,,,
VOF,VOF_T00418,VOF_T00418_S01,MacDonald,"She’s a beautiful woman—a very beautiful woman, This man Barker has certainly been down here a good deal.",missing_space_after_em_dash,n—a,22,25,,,
VOF,VOF_T00418,VOF_T00418_S06,MacDonald,"The man who tears a wedding ring off a dead man’s—What do you say to it, mr. Holmes?",missing_space_after_em_dash,s—W,48,51,,,
VOF,VOF_T00427,VOF_T00427_S02,Unknown,I may say that I noticed that the slippers were stained with blood—so indeed were my own.,missing_space_after_em_dash,d—s,65,68,,,
VOF,VOF_T00431,VOF_T00431_S05,the inspector,"But what’s the game, mr. Holmes—what’s the game?",missing_space_after_em_dash,s—w,30,33,,,
VOF,VOF_T00444,VOF_T00444_S01,Unknown,"I beg—I implore that you will, dr. Watson!",missing_space_after_em_dash,g—I,4,7,,,
VOF,VOF_T00444,VOF_T00444_S02,Unknown,I assure you that you will be helping us—helping me greatly if you will guide us on that point.,missing_space_after_em_dash,s—h,39,42,,,
VOF,VOF_T00449,VOF_T00449_S02,Unknown,I don’t say that we have fathomed it—far from it—but when we have traced the missing dumb-bell—,missing_space_after_em_dash,t—f,35,38,,,
VOF,VOF_T00449,VOF_T00449_S02,Unknown,I don’t say that we have fathomed it—far from it—but when we have traced the missing dumb-bell—,missing_space_after_em_dash,t—b,47,50,,,
VOF,VOF_T00452,VOF_T00452_S01,Unknown,"A lie, Watson—a great, big, thumping, obtrusive, uncompromising lie—that’s what meets us on the threshold!",missing_space_after_em_dash,n—a,12,15,,,
VOF,VOF_T00452,VOF_T00452_S01,Unknown,"A lie, Watson—a great, big, thumping, obtrusive, uncompromising lie—that’s what meets us on the threshold!",missing_space_after_em_dash,e—t,66,69,,,
VOF,VOF_T00452,VOF_T00452_S13,Unknown,"According to the story given to us, the assassin had less than a minute after the murder had been committed to take that ring, which was under another ring, from the dead man’s finger, to replace the other ring—a thing which he would surely never have done—and to put that singular card beside his victim.",missing_space_after_em_dash,g—a,209,212,,,
VOF,VOF_T00452,VOF_T00452_S13,Unknown,"According to the story given to us, the assassin had less than a minute after the murder had been committed to take that ring, which was under another ring, from the dead man’s finger, to replace the other ring—a thing which he would surely never have done—and to put that singular card beside his victim.",missing_space_after_em_dash,e—a,255,258,,,
VOF,VOF_T00452,VOF_T00452_S15,Unknown,"“You may argue—but I have too much respect for your judgment, Watson, to think that you will do so—that the ring may have been taken before the man was killed.",missing_space_after_em_dash,e—b,13,16,,,
VOF,VOF_T00452,VOF_T00452_S15,Unknown,"“You may argue—but I have too much respect for your judgment, Watson, to think that you will do so—that the ring may have been taken before the man was killed.",missing_space_after_em_dash,o—t,97,100,,,
VOF,VOF_T00452,VOF_T00452_S23,Unknown,"We are in the presence, therefore, of a deliberate conspiracy upon the part of the two people who heard the gunshot—of the man Barker and of the woman Douglas.",missing_space_after_em_dash,t—o,114,117,,,
VOF,VOF_T00459,VOF_T00459_S12,Unknown,Why a cut-off shotgun of all weapons—and an American one at that?,missing_space_after_em_dash,s—a,35,38,,,
VOF,VOF_T00466,VOF_T00466_S02,I,"Well, now, to continue our supposititious case, the couple—not necessarily a guilty couple—realize after the murderer is gone that they have placed themselves in a position in which it may be difficult for them to prove that they did not themselves either do the deed or connive at it.",missing_space_after_em_dash,e—n,57,60,,,
VOF,VOF_T00466,VOF_T00466_S02,I,"Well, now, to continue our supposititious case, the couple—not necessarily a guilty couple—realize after the murderer is gone that they have placed themselves in a position in which it may be difficult for them to prove that they did not themselves either do the deed or connive at it.",missing_space_after_em_dash,e—r,89,92,,,
VOF,VOF_T00468,VOF_T00468_S03,Unknown,"But if not—well, the resources of science are far from being exhausted.",missing_space_after_em_dash,t—w,9,12,,,
VOF,VOF_T00473,VOF_T00473_S01,Unknown,Certainly—but what a wretched weapon!,missing_space_after_em_dash,y—b,8,11,,,
VOF,VOF_T00483,VOF_T00483_S03,Unknown,But his description—what of that?,missing_space_after_em_dash,n—w,18,21,,,
VOF,VOF_T00490,VOF_T00490_S01,MacDonald,"Well, mr. Holmes, when we have got our man—and you may be sure that I had his description on the wires within five minutes of hearing it—we shall be better able to judge.",missing_space_after_em_dash,n—a,41,44,,,
VOF,VOF_T00490,VOF_T00490_S01,MacDonald,"Well, mr. Holmes, when we have got our man—and you may be sure that I had his description on the wires within five minutes of hearing it—we shall be better able to judge.",missing_space_after_em_dash,t—w,135,138,,,
VOF,VOF_T00492,VOF_T00492_S03,Unknown,"My end is that the crime was committed half an hour earlier than reported; that mrs. Douglas and Barker are both in a conspiracy to conceal something; that they aided the murderer’s escape—or at least that they reached the room before he escaped—and that they fabricated evidence of his escape through the window, whereas in all probability they had themselves let him go by lowering the bridge.",missing_space_after_em_dash,e—o,187,190,,,
VOF,VOF_T00492,VOF_T00492_S03,Unknown,"My end is that the crime was committed half an hour earlier than reported; that mrs. Douglas and Barker are both in a conspiracy to conceal something; that they aided the murderer’s escape—or at least that they reached the room before he escaped—and that they fabricated evidence of his escape through the window, whereas in all probability they had themselves let him go by lowering the bridge.",missing_space_after_em_dash,d—a,244,247,,,
VOF,VOF_T00497,VOF_T00497_S02,Unknown,Darkness and dr. Watson’s umbrella—my wants are simple.,missing_space_after_em_dash,a—m,33,36,,,
VOF,VOF_T00497,VOF_T00497_S04,Unknown,All my lines of thought lead me back invariably to the one basic question—why should an athletic man develop his frame upon so unnatural an instrument as a single dumb-bell?,missing_space_after_em_dash,n—w,72,75,,,
VOF,VOF_T00507,VOF_T00507_S02,Unknown,"In three of them—East Ham, Leicester, and Liverpool—there is a clear case against him, and he has actually been arrested.",missing_space_after_em_dash,m—E,15,18,,,
VOF,VOF_T00507,VOF_T00507_S02,Unknown,"In three of them—East Ham, Leicester, and Liverpool—there is a clear case against him, and he has actually been arrested.",missing_space_after_em_dash,l—t,50,53,,,
VOF,VOF_T00508,VOF_T00508_S06,Holmes,"Therefore I am here to advise you this morning, and my advice to you is summed up in three words—abandon the case.",missing_space_after_em_dash,s—a,95,98,,,
VOF,VOF_T00531,VOF_T00531_S01,the inspector,"Well, we’re bound to take you on your own terms, but when it comes to telling us to abandon the case—why in the name of goodness should we abandon the case?",missing_space_after_em_dash,e—w,99,102,,,
VOF,VOF_T00542,VOF_T00542_S01,Unknown,"Do what you like and go where you will, but meet me here before dusk without fail—without fail, mr. Mac.",missing_space_after_em_dash,l—w,80,83,,,
VOF,VOF_T00556,VOF_T00556_S03,he,"The blunt accusation, the brutal tap upon the shoulder—what can one make of such a denouement?",missing_space_after_em_dash,r—w,53,56,,,
VOF,VOF_T00556,VOF_T00556_S04,he,"But the quick inference, the subtle trap, the clever forecast of coming events, the triumphant vindication of bold theories—are these not the pride and the justification of our life’s work?",missing_space_after_em_dash,s—a,122,125,,,
VOF,VOF_T00564,VOF_T00564_S01,Unknown,"This is what we are after, mr. Barker—this bundle, weighted with a dumb-bell, which you have just raised from the bottom of the moat.",missing_space_after_em_dash,r—t,36,39,,,
VOF,VOF_T00582,VOF_T00582_S04,he,"I’ve been cooped up two days, and I’ve spent the daylight hours—as much daylight as I could get in that rat trap—in putting the thing into words.",missing_space_after_em_dash,s—a,62,65,,,
VOF,VOF_T00582,VOF_T00582_S04,he,"I’ve been cooped up two days, and I’ve spent the daylight hours—as much daylight as I could get in that rat trap—in putting the thing into words.",missing_space_after_em_dash,p—i,111,114,,,
VOF,VOF_T00582,VOF_T00582_S05,he,You’re welcome to them—you and your public.,missing_space_after_em_dash,m—y,21,24,,,
VOF,VOF_T00594,VOF_T00594_S03,Unknown,It was the worst enemy I had among them all—one who has been after me like a hungry wolf after a caribou all these years.,missing_space_after_em_dash,l—o,42,45,,,
VOF,VOF_T00594,VOF_T00594_S09,Unknown,After the bridge was up—my mind was always more restful when that bridge was up in the evenings—I put the thing clear out of my head.,missing_space_after_em_dash,p—m,22,25,,,
VOF,VOF_T00594,VOF_T00594_S09,Unknown,After the bridge was up—my mind was always more restful when that bridge was up in the evenings—I put the thing clear out of my head.,missing_space_after_em_dash,s—I,94,97,,,
VOF,VOF_T00594,VOF_T00594_S12,Unknown,I guess when a man has had dangers in his life—and I’ve had more than most in my time—there is a kind of sixth sense that waves the red flag.,missing_space_after_em_dash,e—a,45,48,,,
VOF,VOF_T00594,VOF_T00594_S12,Unknown,I guess when a man has had dangers in his life—and I’ve had more than most in my time—there is a kind of sixth sense that waves the red flag.,missing_space_after_em_dash,e—t,84,87,,,
VOF,VOF_T00594,VOF_T00594_S34,Unknown,I said a word or two to Barker—he took it all in at a glance—and we waited for the rest to come along.,missing_space_after_em_dash,r—h,29,32,,,
VOF,VOF_T00594,VOF_T00594_S34,Unknown,I said a word or two to Barker—he took it all in at a glance—and we waited for the rest to come along.,missing_space_after_em_dash,e—a,59,62,,,
VOF,VOF_T00634,VOF_T00634_S01,Unknown,"Here is the address—Jacob Shafter, Sheridan Street.",missing_space_after_em_dash,s—J,18,21,,,
VOF,VOF_T00646,VOF_T00646_S02,McMurdo,My name’s Jack McMurdo—see?,missing_space_after_em_dash,o—s,21,24,,,
VOF,VOF_T00646,VOF_T00646_S04,McMurdo,Day or night I dare to look the like of you in the face—don’t make any mistake about that!,missing_space_after_em_dash,e—d,54,57,,,
VOF,VOF_T00668,VOF_T00668_S03,Unknown,I thought it might suit me—and now I know it will.,missing_space_after_em_dash,e—a,25,28,,,
VOF,VOF_T00671,VOF_T00671_S03,Unknown,"You can sit down by the stove in the front room until father comes along—Ah, here he is!",missing_space_after_em_dash,g—A,71,74,,,
VOF,VOF_T00676,VOF_T00676_S03,Unknown,"If you run against him—well, you mustn’t, that’s all!",missing_space_after_em_dash,m—w,21,24,,,
VOF,VOF_T00684,VOF_T00684_S01,Unknown,"Oh, it got about—things do get about for good and for bad in this district.",missing_space_after_em_dash,t—t,15,18,,,
VOF,VOF_T00703,VOF_T00703_S02,Unknown,I vould never have had you in my house if I had known it—not if you vere to pay me a hundred dollar a veek.,missing_space_after_em_dash,t—n,55,58,,,
VOF,VOF_T00712,VOF_T00712_S01,McMurdo,That’s just gossip—I want proof!,missing_space_after_em_dash,p—I,17,20,,,
VOF,VOF_T00732,VOF_T00732_S02,McMurdo,"I’ve lived among rough men, my darling, and instead of fearing them it has always ended that they have feared me—always, Ettie.",missing_space_after_em_dash,e—a,111,114,,,
VOF,VOF_T00735,VOF_T00735_S02,Unknown,That is how he speaks—the other one!,missing_space_after_em_dash,s—t,20,23,,,
VOF,VOF_T00736,VOF_T00736_S01,Unknown,"Baldwin—he speaks like that, does he?",missing_space_after_em_dash,n—h,6,9,,,
VOF,VOF_T00738,VOF_T00738_S01,Unknown,"No harm shall come to you, Ettie—nor to your father either.",missing_space_after_em_dash,e—n,31,34,,,
VOF,VOF_T00752,VOF_T00752_S01,Unknown,"Oh, Ted, be reasonable—be kind!",missing_space_after_em_dash,e—b,21,24,,,
VOF,VOF_T00758,VOF_T00758_S04,Unknown,"As to you, Ettie, you’ll come back to me on your knees—d’ye hear, girl?—on your knees—and then I’ll tell you what your punishment may be.",missing_space_after_em_dash,s—d,53,56,,,
VOF,VOF_T00758,VOF_T00758_S04,Unknown,"As to you, Ettie, you’ll come back to me on your knees—d’ye hear, girl?—on your knees—and then I’ll tell you what your punishment may be.",missing_space_after_em_dash,s—a,84,87,,,
VOF,VOF_T00758,VOF_T00758_S05,Unknown,"You’ve sowed—and by the Lord, I’ll see that you reap!",missing_space_after_em_dash,d—a,11,14,,,
VOF,VOF_T00759,VOF_T00759_S03,Unknown,To-night—Jack—to-night!,missing_space_after_em_dash,t—J,7,10,,,
VOF,VOF_T00759,VOF_T00759_S03,Unknown,To-night—Jack—to-night!,missing_space_after_em_dash,k—t,12,15,,,
VOF,VOF_T00789,VOF_T00789_S01,Unknown,"Working, the same as you—but a poorer job.",missing_space_after_em_dash,u—b,23,26,,,
VOF,VOF_T00838,VOF_T00838_S01,McGinty,"You’ve been asking for it this many a day, Ted Baldwin—now you’ve got it!",missing_space_after_em_dash,n—n,53,56,,,
VOF,VOF_T00845,VOF_T00845_S03,McGinty,"You come under lodge discipline if it goes further, and that’s a heavy hand in these parts, as Brother Baldwin knows—and as you will damn soon find out, Brother McMurdo, if you ask for trouble!",missing_space_after_em_dash,s—a,115,118,,,
VOF,VOF_T00848,VOF_T00848_S03,Unknown,"Well, it’s the colleen inside of them that must settle the question; for it’s outside the jurisdiction of a Bodymaster—and the Lord be praised for that!",missing_space_after_em_dash,r—a,117,120,,,
VOF,VOF_T00866,VOF_T00866_S04,Unknown,"Well, we can let that be bygones; for, between you and me—and perhaps I’m going further than my duty in saying it—they could get no clear case against you, and Chicago’s open to you to-morrow.",missing_space_after_em_dash,e—a,56,59,,,
